Serial,ElevationAngle,Azimuth
20240102135017,35.58,202.82
20240102140017,34.32,204.84
20240102141017,32.98,206.87
20240102142017,31.57,208.9
20240102143017,30.1,210.93
20240102144017,28.56,212.96
20240102145017,26.97,214.98
20240102150017,25.33,217.01
20240102151017,23.64,219.04
20240102152017,21.91,221.07
20240102153017,20.13,223.1
20240102154017,18.32,225.12
20240102155017,16.47,227.15
20240102160017,14.59,229.18
20240102161017,12.68,231.21
20240102162017,10.75,233.24
20240102163017,8.78,235.27
20240102164017,6.79,237.29
20240102165017,4.79,239.32
20240102170017,2.76,241.35
20240102171017,0.71,243.38
20240103064017,-0.33,115.61
20240103065017,1.73,117.63
20240103070017,3.77,119.66
20240103071017,5.79,121.68
20240103072017,7.79,123.71
20240103073017,9.77,125.73
20240103074017,11.72,127.76
20240103075017,13.64,129.78
20240103080017,15.54,131.81
20240103081017,17.4,133.83
20240103082017,19.23,135.86
20240103083017,21.03,137.88
20240103084017,22.78,139.91
20240103085017,24.49,141.93
20240103090017,26.16,143.96
20240103091017,27.78,145.98
20240103092017,29.34,148.01
20240103093017,30.84,150.03
20240103094017,32.28,152.06
20240103095017,33.66,154.08
20240103100017,34.96,156.11
20240103101017,36.18,158.13
20240103102017,37.32,160.16
20240103103017,38.37,162.18
20240103104017,39.33,164.21
20240103105017,40.18,166.23
20240103110017,40.94,168.26
20240103111017,41.58,170.28
20240103112017,42.1,172.31
20240103113017,42.51,174.33
20240103114017,42.8,176.36
20240103115017,42.96,178.38
20240103120017,43.0,180.4
20240103121017,42.91,182.43
20240103122017,42.7,184.45
20240103123017,42.36,186.48
20240103124017,41.91,188.5
20240103125017,41.33,190.53
20240103130017,40.65,192.55
20240103131017,39.85,194.58
20240103132017,38.96,196.6
20240103133017,37.96,198.63
20240103134017,36.88,200.65
20240103135017,35.7,202.68
20240103140017,34.45,204.7
20240103141017,33.12,206.73
20240103142017,31.71,208.75
20240103143017,30.25,210.78
20240103144017,28.72,212.8
20240103145017,27.13,214.83
20240103150017,25.5,216.85
20240103151017,23.81,218.88
20240103152017,22.08,220.9
20240103153017,20.31,222.93
20240103154017,18.5,224.95
20240103155017,16.66,226.98
20240103160017,14.78,229.0
20240103161017,12.88,231.03
20240103162017,10.94,233.05
20240103163017,8.98,235.08
20240103164017,6.99,237.1
20240103165017,4.99,239.13
20240103170017,2.96,241.15
20240103171017,0.91,243.18
20240104064017,-0.33,115.61
20240104065017,1.73,117.63
20240104070017,3.77,119.66
20240104071017,5.79,121.68
20240104072017,7.79,123.71
20240104073017,9.77,125.73
20240104074017,11.72,127.76
20240104075017,13.64,129.78
20240104080017,15.54,131.81
20240104081017,17.4,133.83
20240104082017,19.23,135.86
20240104083017,21.03,137.88
20240104084017,22.78,139.91
20240104085017,24.49,141.93
20240104090017,26.16,143.96
20240104091017,27.78,145.98
20240104092017,29.34,148.01
20240104093017,30.84,150.03
20240104094017,32.28,152.06
20240104095017,33.66,154.08
20240104100017,34.96,156.11
20240104101017,36.18,158.13
20240104102017,37.32,160.16
20240104103017,38.37,162.18
20240104104017,39.33,164.21
20240104105017,40.18,166.23
20240104110017,40.94,168.26
20240104111017,41.58,170.28
20240104112017,42.1,172.31
20240104113017,42.51,174.33
20240104114017,42.8,176.36
20240104115017,42.96,178.38
20240104120017,43.0,180.4
20240104121017,42.91,182.43
20240104122017,42.7,184.45
20240104123017,42.36,186.48
20240104124017,41.91,188.5
20240104125017,41.33,190.53
20240104130017,40.65,192.55
20240104131017,39.85,194.58
20240104132017,38.96,196.6
20240104133017,37.96,198.63
20240104134017,36.88,200.65
20240104135017,35.7,202.68
20240104140017,34.45,204.7
20240104141017,33.12,206.73
20240104142017,31.71,208.75
20240104143017,30.25,210.78
20240104144017,28.72,212.8
20240104145017,27.13,214.83
20240104150017,25.5,216.85
20240104151017,23.81,218.88
20240104152017,22.08,220.9
20240104153017,20.31,222.93
20240104154017,18.5,224.95
20240104155017,16.66,226.98
20240104160017,14.78,229.0
20240104161017,12.88,231.03
20240104162017,10.94,233.05
20240104163017,8.98,235.08
20240104164017,6.99,237.1
20240104165017,4.99,239.13
20240104170017,2.96,241.15
20240104171017,0.91,243.18
20240105064017,-0.53,115.61
20240105065017,1.53,117.63
20240105070017,3.57,119.65
20240105071017,5.59,121.67
20240105072017,7.59,123.69
20240105073017,9.57,125.72
20240105074017,11.52,127.74
20240105075017,13.45,129.76
20240105080017,15.35,131.78
20240105081017,17.22,133.8
20240105082017,19.05,135.82
20240105083017,20.85,137.85
20240105084017,22.61,139.87
20240105085017,24.32,141.89
20240105090017,25.99,143.91
20240105091017,27.62,145.93
20240105092017,29.18,147.95
20240105093017,30.69,149.98
20240105094017,32.14,152.0
20240105095017,33.52,154.02
20240105100017,34.83,156.04
20240105101017,36.06,158.06
20240105102017,37.21,160.09
20240105103017,38.27,162.11
20240105104017,39.24,164.13
20240105105017,40.1,166.15
20240105110017,40.87,168.17
20240105111017,41.52,170.19
20240105112017,42.06,172.22
20240105113017,42.48,174.24
20240105114017,42.77,176.26
20240105115017,42.95,178.28
20240105120017,43.0,180.3
20240105121017,42.92,182.33
20240105122017,42.72,184.35
20240105123017,42.4,186.37
20240105124017,41.96,188.39
20240105125017,41.4,190.41
20240105130017,40.72,192.43
20240105131017,39.94,194.46
20240105132017,39.05,196.48
20240105133017,38.07,198.5
20240105134017,36.99,200.52
20240105135017,35.82,202.54
20240105140017,34.58,204.56
20240105141017,33.25,206.59
20240105142017,31.86,208.61
20240105143017,30.4,210.63
20240105144017,28.87,212.65
20240105145017,27.3,214.67
20240105150017,25.66,216.7
20240105151017,23.98,218.72
20240105152017,22.26,220.74
20240105153017,20.49,222.76
20240105154017,18.69,224.78
20240105155017,16.85,226.8
20240105160017,14.97,228.83
20240105161017,13.07,230.85
20240105162017,11.14,232.87
20240105163017,9.18,234.89
20240105164017,7.19,236.91
20240105165017,5.19,238.93
20240105170017,3.16,240.96
20240105171017,1.12,242.98
20240105172017,-0.95,245.0
20240106064017,-0.53,114.41
20240106065017,1.53,116.46
20240106070017,3.57,118.52
20240106071017,5.59,120.57
20240106072017,7.59,122.62
20240106073017,9.57,124.67
20240106074017,11.52,126.73
20240106075017,13.45,128.78
20240106080017,15.35,130.83
20240106081017,17.22,132.89
20240106082017,19.05,134.94
20240106083017,20.85,136.99
20240106084017,22.61,139.05
20240106085017,24.32,141.1
20240106090017,25.99,143.15
20240106091017,27.62,145.2
20240106092017,29.18,147.26
20240106093017,30.69,149.31
20240106094017,32.14,151.36
20240106095017,33.52,153.42
20240106100017,34.83,155.47
20240106101017,36.06,157.52
20240106102017,37.21,159.57
20240106103017,38.27,161.63
20240106104017,39.24,163.68
20240106105017,40.1,165.73
20240106110017,40.87,167.79
20240106111017,41.52,169.84
20240106112017,42.06,171.89
20240106113017,42.48,173.94
20240106114017,42.77,176.0
20240106115017,42.95,178.05
20240106120017,43.0,180.1
20240106121017,42.92,182.16
20240106122017,42.72,184.21
20240106123017,42.4,186.26
20240106124017,41.96,188.31
20240106125017,41.4,190.37
20240106130017,40.72,192.42
20240106131017,39.94,194.47
20240106132017,39.05,196.53
20240106133017,38.07,198.58
20240106134017,36.99,200.63
20240106135017,35.82,202.68
20240106140017,34.58,204.74
20240106141017,33.25,206.79
20240106142017,31.86,208.84
20240106143017,30.4,210.9
20240106144017,28.87,212.95
20240106145017,27.3,215.0
20240106150017,25.66,217.05
20240106151017,23.98,219.11
20240106152017,22.26,221.16
20240106153017,20.49,223.21
20240106154017,18.69,225.27
20240106155017,16.85,227.32
20240106160017,14.97,229.37
20240106161017,13.07,231.42
20240106162017,11.14,233.48
20240106163017,9.18,235.53
20240106164017,7.19,237.58
20240106165017,5.19,239.64
20240106170017,3.16,241.69
20240106171017,1.12,243.74
20240106172017,-0.95,245.79
20240107064017,-0.09,114.41
20240107065017,1.98,116.46
20240107070017,4.04,118.52
20240107071017,6.08,120.57
20240107072017,8.09,122.62
20240107073017,10.09,124.67
20240107074017,12.06,126.73
20240107075017,14.01,128.78
20240107080017,15.92,130.83
20240107081017,17.81,132.89
20240107082017,19.66,134.94
20240107083017,21.48,136.99
20240107084017,23.26,139.05
20240107085017,25.0,141.1
20240107090017,26.69,143.15
20240107091017,28.33,145.2
20240107092017,29.92,147.26
20240107093017,31.46,149.31
20240107094017,32.93,151.36
20240107095017,34.33,153.42
20240107100017,35.66,155.47
20240107101017,36.92,157.52
20240107102017,38.09,159.57
20240107103017,39.17,161.63
20240107104017,40.15,163.68
20240107105017,41.04,165.73
20240107110017,41.82,167.79
20240107111017,42.48,169.84
20240107112017,43.03,171.89
20240107113017,43.46,173.94
20240107114017,43.77,176.0
20240107115017,43.95,178.05
20240107120017,44.0,180.1
20240107121017,43.92,182.16
20240107122017,43.72,184.21
20240107123017,43.39,186.26
20240107124017,42.93,188.31
20240107125017,42.36,190.37
20240107130017,41.67,192.42
20240107131017,40.87,194.47
20240107132017,39.96,196.53
20240107133017,38.96,198.58
20240107134017,37.86,200.63
20240107135017,36.67,202.68
20240107140017,35.4,204.74
20240107141017,34.06,206.79
20240107142017,32.64,208.84
20240107143017,31.16,210.9
20240107144017,29.61,212.95
20240107145017,28.01,215.0
20240107150017,26.36,217.05
20240107151017,24.65,219.11
20240107152017,22.91,221.16
20240107153017,21.12,223.21
20240107154017,19.29,225.27
20240107155017,17.43,227.32
20240107160017,15.54,229.37
20240107161017,13.62,231.42
20240107162017,11.67,233.48
20240107163017,9.69,235.53
20240107164017,7.69,237.58
20240107165017,5.67,239.64
20240107170017,3.63,241.69
20240107171017,1.57,243.74
20240107172017,-0.51,245.79
20240108064017,-0.3,114.41
20240108065017,1.77,116.46
20240108070017,3.83,118.51
20240108071017,5.87,120.56
20240108072017,7.89,122.61
20240108073017,9.89,124.66
20240108074017,11.86,126.71
20240108075017,13.81,128.76
20240108080017,15.73,130.81
20240108081017,17.62,132.86
20240108082017,19.48,134.91
20240108083017,21.3,136.96
20240108084017,23.08,139.01
20240108085017,24.83,141.06
20240108090017,26.52,143.11
20240108091017,28.17,145.16
20240108092017,29.77,147.2
20240108093017,31.31,149.25
20240108094017,32.78,151.3
20240108095017,34.19,153.35
20240108100017,35.53,155.4
20240108101017,36.79,157.45
20240108102017,37.97,159.5
20240108103017,39.06,161.55
20240108104017,40.06,163.6
20240108105017,40.95,165.65
20240108110017,41.74,167.7
20240108111017,42.42,169.75
20240108112017,42.98,171.8
20240108113017,43.43,173.85
20240108114017,43.74,175.9
20240108115017,43.94,177.95
20240108120017,44.0,180.0
20240108121017,43.94,182.05
20240108122017,43.74,184.1
20240108123017,43.43,186.15
20240108124017,42.98,188.2
20240108125017,42.42,190.25
20240108130017,41.74,192.3
20240108131017,40.95,194.35
20240108132017,40.06,196.4
20240108133017,39.06,198.45
20240108134017,37.97,200.5
20240108135017,36.79,202.55
20240108140017,35.53,204.6
20240108141017,34.19,206.65
20240108142017,32.78,208.7
20240108143017,31.31,210.75
20240108144017,29.77,212.8
20240108145017,28.17,214.84
20240108150017,26.52,216.89
20240108151017,24.83,218.94
20240108152017,23.08,220.99
20240108153017,21.3,223.04
20240108154017,19.48,225.09
20240108155017,17.62,227.14
20240108160017,15.73,229.19
20240108161017,13.81,231.24
20240108162017,11.86,233.29
20240108163017,9.89,235.34
20240108164017,7.89,237.39
20240108165017,5.87,239.44
20240108170017,3.83,241.49
20240108171017,1.77,243.54
20240108172017,-0.3,245.59
20240109064017,-0.3,114.41
20240109065017,1.77,116.46
20240109070017,3.83,118.5
20240109071017,5.87,120.55
20240109072017,7.89,122.6
20240109073017,9.89,124.64
20240109074017,11.86,126.69
20240109075017,13.81,128.73
20240109080017,15.73,130.78
20240109081017,17.62,132.83
20240109082017,19.48,134.87
20240109083017,21.3,136.92
20240109084017,23.08,138.97
20240109085017,24.83,141.01
20240109090017,26.52,143.06
20240109091017,28.17,145.11
20240109092017,29.77,147.15
20240109093017,31.31,149.2
20240109094017,32.78,151.25
20240109095017,34.19,153.29
20240109100017,35.53,155.34
20240109101017,36.79,157.39
20240109102017,37.97,159.43
20240109103017,39.06,161.48
20240109104017,40.06,163.53
20240109105017,40.95,165.57
20240109110017,41.74,167.62
20240109111017,42.42,169.67
20240109112017,42.98,171.71
20240109113017,43.43,173.76
20240109114017,43.74,175.8
20240109115017,43.94,177.85
20240109120017,44.0,179.9
20240109121017,43.94,181.94
20240109122017,43.74,183.99
20240109123017,43.43,186.04
20240109124017,42.98,188.08
20240109125017,42.42,190.13
20240109130017,41.74,192.18
20240109131017,40.95,194.22
20240109132017,40.06,196.27
20240109133017,39.06,198.32
20240109134017,37.97,200.36
20240109135017,36.79,202.41
20240109140017,35.53,204.46
20240109141017,34.19,206.5
20240109142017,32.78,208.55
20240109143017,31.31,210.6
20240109144017,29.77,212.64
20240109145017,28.17,214.69
20240109150017,26.52,216.73
20240109151017,24.83,218.78
20240109152017,23.08,220.83
20240109153017,21.3,222.87
20240109154017,19.48,224.92
20240109155017,17.62,226.97
20240109160017,15.73,229.01
20240109161017,13.81,231.06
20240109162017,11.86,233.11
20240109163017,9.89,235.15
20240109164017,7.89,237.2
20240109165017,5.87,239.25
20240109170017,3.83,241.29
20240109171017,1.77,243.34
20240109172017,-0.3,245.39
20240110064017,-0.51,114.41
20240110065017,1.57,116.46
20240110070017,3.63,118.5
20240110071017,5.67,120.55
20240110072017,7.69,122.6
20240110073017,9.69,124.64
20240110074017,11.67,126.69
20240110075017,13.62,128.73
20240110080017,15.54,130.78
20240110081017,17.43,132.83
20240110082017,19.29,134.87
20240110083017,21.12,136.92
20240110084017,22.91,138.97
20240110085017,24.65,141.01
20240110090017,26.36,143.06
20240110091017,28.01,145.11
20240110092017,29.61,147.15
20240110093017,31.16,149.2
20240110094017,32.64,151.25
20240110095017,34.06,153.29
20240110100017,35.4,155.34
20240110101017,36.67,157.39
20240110102017,37.86,159.43
20240110103017,38.96,161.48
20240110104017,39.96,163.53
20240110105017,40.87,165.57
20240110110017,41.67,167.62
20240110111017,42.36,169.67
20240110112017,42.93,171.71
20240110113017,43.39,173.76
20240110114017,43.72,175.8
20240110115017,43.92,177.85
20240110120017,44.0,179.9
20240110121017,43.95,181.94
20240110122017,43.77,183.99
20240110123017,43.46,186.04
20240110124017,43.03,188.08
20240110125017,42.48,190.13
20240110130017,41.82,192.18
20240110131017,41.04,194.22
20240110132017,40.15,196.27
20240110133017,39.17,198.32
20240110134017,38.09,200.36
20240110135017,36.92,202.41
20240110140017,35.66,204.46
20240110141017,34.33,206.5
20240110142017,32.93,208.55
20240110143017,31.46,210.6
20240110144017,29.92,212.64
20240110145017,28.33,214.69
20240110150017,26.69,216.73
20240110151017,25.0,218.78
20240110152017,23.26,220.83
20240110153017,21.48,222.87
20240110154017,19.66,224.92
20240110155017,17.81,226.97
20240110160017,15.92,229.01
20240110161017,14.01,231.06
20240110162017,12.06,233.11
20240110163017,10.09,235.15
20240110164017,8.09,237.2
20240110165017,6.08,239.25
20240110170017,4.04,241.29
20240110171017,1.98,243.34
20240110172017,-0.09,245.39
20240111064017,-0.51,114.41
20240111065017,1.57,116.45
20240111070017,3.63,118.5
20240111071017,5.67,120.54
20240111072017,7.69,122.58
20240111073017,9.69,124.63
20240111074017,11.67,126.67
20240111075017,13.62,128.71
20240111080017,15.54,130.76
20240111081017,17.43,132.8
20240111082017,19.29,134.84
20240111083017,21.12,136.89
20240111084017,22.91,138.93
20240111085017,24.65,140.97
20240111090017,26.36,143.02
20240111091017,28.01,145.06
20240111092017,29.61,147.1
20240111093017,31.16,149.15
20240111094017,32.64,151.19
20240111095017,34.06,153.23
20240111100017,35.4,155.28
20240111101017,36.67,157.32
20240111102017,37.86,159.36
20240111103017,38.96,161.41
20240111104017,39.96,163.45
20240111105017,40.87,165.49
20240111110017,41.67,167.54
20240111111017,42.36,169.58
20240111112017,42.93,171.62
20240111113017,43.39,173.67
20240111114017,43.72,175.71
20240111115017,43.92,177.75
20240111120017,44.0,179.8
20240111121017,43.95,181.84
20240111122017,43.77,183.88
20240111123017,43.46,185.93
20240111124017,43.03,187.97
20240111125017,42.48,190.01
20240111130017,41.82,192.06
20240111131017,41.04,194.1
20240111132017,40.15,196.14
20240111133017,39.17,198.19
20240111134017,38.09,200.23
20240111135017,36.92,202.27
20240111140017,35.66,204.32
20240111141017,34.33,206.36
20240111142017,32.93,208.4
20240111143017,31.46,210.45
20240111144017,29.92,212.49
20240111145017,28.33,214.53
20240111150017,26.69,216.58
20240111151017,25.0,218.62
20240111152017,23.26,220.66
20240111153017,21.48,222.71
20240111154017,19.66,224.75
20240111155017,17.81,226.79
20240111160017,15.92,228.84
20240111161017,14.01,230.88
20240111162017,12.06,232.92
20240111163017,10.09,234.97
20240111164017,8.09,237.01
20240111165017,6.08,239.05
20240111170017,4.04,241.1
20240111171017,1.98,243.14
20240111172017,-0.09,245.18
20240112064017,-0.72,114.41
20240112065017,1.36,116.47
20240112070017,3.42,118.52
20240112071017,5.47,120.58
20240112072017,7.49,122.63
20240112073017,9.49,124.69
20240112074017,11.47,126.74
20240112075017,13.42,128.8
20240112080017,15.35,130.86
20240112081017,17.25,132.91
20240112082017,19.11,134.97
20240112083017,20.94,137.02
20240112084017,22.73,139.08
20240112085017,24.48,141.13
20240112090017,26.19,143.19
20240112091017,27.85,145.25
20240112092017,29.45,147.3
20240112093017,31.0,149.36
20240112094017,32.49,151.41
20240112095017,33.92,153.47
20240112100017,35.27,155.52
20240112101017,36.55,157.58
20240112102017,37.74,159.64
20240112103017,38.85,161.69
20240112104017,39.87,163.75
20240112105017,40.78,165.8
20240112110017,41.59,167.86
20240112111017,42.3,169.91
20240112112017,42.88,171.97
20240112113017,43.35,174.02
20240112114017,43.69,176.08
20240112115017,43.91,178.14
20240112120017,44.0,180.19
20240112121017,43.96,182.25
20240112122017,43.79,184.3
20240112123017,43.5,186.36
20240112124017,43.08,188.41
20240112125017,42.54,190.47
20240112130017,41.89,192.53
20240112131017,41.12,194.58
20240112132017,40.25,196.64
20240112133017,39.27,198.69
20240112134017,38.2,200.75
20240112135017,37.04,202.8
20240112140017,35.79,204.86
20240112141017,34.47,206.91
20240112142017,33.07,208.97
20240112143017,31.61,211.03
20240112144017,30.08,213.08
20240112145017,28.5,215.14
20240112150017,26.86,217.19
20240112151017,25.17,219.25
20240112152017,23.44,221.3
20240112153017,21.66,223.36
20240112154017,19.85,225.42
20240112155017,18.0,227.47
20240112160017,16.11,229.53
20240112161017,14.2,231.58
20240112162017,12.26,233.64
20240112163017,10.29,235.69
20240112164017,8.29,237.75
20240112165017,6.28,239.81
20240112170017,4.24,241.86
20240112171017,2.19,243.92
20240112172017,0.11,245.97
20240113064017,-0.72,113.41
20240113065017,1.36,115.48
20240113070017,3.42,117.55
20240113071017,5.47,119.62
20240113072017,7.49,121.69
20240113073017,9.49,123.75
20240113074017,11.47,125.82
20240113075017,13.42,127.89
20240113080017,15.35,129.96
20240113081017,17.25,132.02
20240113082017,19.11,134.09
20240113083017,20.94,136.16
20240113084017,22.73,138.23
20240113085017,24.48,140.3
20240113090017,26.19,142.36
20240113091017,27.85,144.43
20240113092017,29.45,146.5
20240113093017,31.0,148.57
20240113094017,32.49,150.64
20240113095017,33.92,152.7
20240113100017,35.27,154.77
20240113101017,36.55,156.84
20240113102017,37.74,158.91
20240113103017,38.85,160.98
20240113104017,39.87,163.04
20240113105017,40.78,165.11
20240113110017,41.59,167.18
20240113111017,42.3,169.25
20240113112017,42.88,171.31
20240113113017,43.35,173.38
20240113114017,43.69,175.45
20240113115017,43.91,177.52
20240113120017,44.0,179.59
20240113121017,43.96,181.65
20240113122017,43.79,183.72
20240113123017,43.5,185.79
20240113124017,43.08,187.86
20240113125017,42.54,189.93
20240113130017,41.89,191.99
20240113131017,41.12,194.06
20240113132017,40.25,196.13
20240113133017,39.27,198.2
20240113134017,38.2,200.27
20240113135017,37.04,202.33
20240113140017,35.79,204.4
20240113141017,34.47,206.47
20240113142017,33.07,208.54
20240113143017,31.61,210.6
20240113144017,30.08,212.67
20240113145017,28.5,214.74
20240113150017,26.86,216.81
20240113151017,25.17,218.88
20240113152017,23.44,220.94
20240113153017,21.66,223.01
20240113154017,19.85,225.08
20240113155017,18.0,227.15
20240113160017,16.11,229.22
20240113161017,14.2,231.28
20240113162017,12.26,233.35
20240113163017,10.29,235.42
20240113164017,8.29,237.49
20240113165017,6.28,239.56
20240113170017,4.24,241.62
20240113171017,2.19,243.69
20240113172017,0.11,245.76
20240114064017,-0.72,113.41
20240114065017,1.36,115.48
20240114070017,3.42,117.55
20240114071017,5.47,119.62
20240114072017,7.49,121.69
20240114073017,9.49,123.75
20240114074017,11.47,125.82
20240114075017,13.42,127.89
20240114080017,15.35,129.96
20240114081017,17.25,132.02
20240114082017,19.11,134.09
20240114083017,20.94,136.16
20240114084017,22.73,138.23
20240114085017,24.48,140.3
20240114090017,26.19,142.36
20240114091017,27.85,144.43
20240114092017,29.45,146.5
20240114093017,31.0,148.57
20240114094017,32.49,150.64
20240114095017,33.92,152.7
20240114100017,35.27,154.77
20240114101017,36.55,156.84
20240114102017,37.74,158.91
20240114103017,38.85,160.98
20240114104017,39.87,163.04
20240114105017,40.78,165.11
20240114110017,41.59,167.18
20240114111017,42.3,169.25
20240114112017,42.88,171.31
20240114113017,43.35,173.38
20240114114017,43.69,175.45
20240114115017,43.91,177.52
20240114120017,44.0,179.59
20240114121017,43.96,181.65
20240114122017,43.79,183.72
20240114123017,43.5,185.79
20240114124017,43.08,187.86
20240114125017,42.54,189.93
20240114130017,41.89,191.99
20240114131017,41.12,194.06
20240114132017,40.25,196.13
20240114133017,39.27,198.2
20240114134017,38.2,200.27
20240114135017,37.04,202.33
20240114140017,35.79,204.4
20240114141017,34.47,206.47
20240114142017,33.07,208.54
20240114143017,31.61,210.6
20240114144017,30.08,212.67
20240114145017,28.5,214.74
20240114150017,26.86,216.81
20240114151017,25.17,218.88
20240114152017,23.44,220.94
20240114153017,21.66,223.01
20240114154017,19.85,225.08
20240114155017,18.0,227.15
20240114160017,16.11,229.22
20240114161017,14.2,231.28
20240114162017,12.26,233.35
20240114163017,10.29,235.42
20240114164017,8.29,237.49
20240114165017,6.28,239.56
20240114170017,4.24,241.62
20240114171017,2.19,243.69
20240114172017,0.11,245.76
20240115064017,-0.5,113.41
20240115065017,1.6,115.48
20240115070017,3.68,117.54
20240115071017,5.74,119.61
20240115072017,7.78,121.67
20240115073017,9.8,123.74
20240115074017,11.8,125.8
20240115075017,13.77,127.87
20240115080017,15.72,129.93
20240115081017,17.64,132.0
20240115082017,19.53,134.06
20240115083017,21.38,136.12
20240115084017,23.19,138.19
20240115085017,24.97,140.25
20240115090017,26.7,142.32
20240115091017,28.39,144.38
20240115092017,30.02,146.45
20240115093017,31.6,148.51
20240115094017,33.12,150.58
20240115095017,34.57,152.64
20240115100017,35.96,154.71
20240115101017,37.27,156.77
20240115102017,38.49,158.84
20240115103017,39.63,160.9
20240115104017,40.68,162.97
20240115105017,41.62,165.03
20240115110017,42.46,167.1
20240115111017,43.19,169.16
20240115112017,43.8,171.22
20240115113017,44.29,173.29
20240115114017,44.65,175.35
20240115115017,44.89,177.42
20240115120017,44.99,179.48
20240115121017,44.97,181.55
20240115122017,44.81,183.61
20240115123017,44.52,185.68
20240115124017,44.11,187.74
20240115125017,43.57,189.81
20240115130017,42.91,191.87
20240115131017,42.14,193.94
20240115132017,41.26,196.0
20240115133017,40.27,198.07
20240115134017,39.19,200.13
20240115135017,38.01,202.2
20240115140017,36.75,204.26
20240115141017,35.41,206.33
20240115142017,34.0,208.39
20240115143017,32.52,210.45
20240115144017,30.98,212.52
20240115145017,29.37,214.58
20240115150017,27.72,216.65
20240115151017,26.01,218.71
20240115152017,24.26,220.78
20240115153017,22.47,222.84
20240115154017,20.64,224.91
20240115155017,18.77,226.97
20240115160017,16.88,229.04
20240115161017,14.95,231.1
20240115162017,12.99,233.17
20240115163017,11.0,235.23
20240115164017,9.0,237.3
20240115165017,6.97,239.36
20240115170017,4.92,241.43
20240115171017,2.85,243.49
20240115172017,0.76,245.55
20240116064017,-0.5,113.41
20240116065017,1.6,115.47
20240116070017,3.68,117.54
20240116071017,5.74,119.6
20240116072017,7.78,121.66
20240116073017,9.8,123.72
20240116074017,11.8,125.78
20240116075017,13.77,127.84
20240116080017,15.72,129.9
20240116081017,17.64,131.97
20240116082017,19.53,134.03
20240116083017,21.38,136.09
20240116084017,23.19,138.15
20240116085017,24.97,140.21
20240116090017,26.7,142.27
20240116091017,28.39,144.34
20240116092017,30.02,146.4
20240116093017,31.6,148.46
20240116094017,33.12,150.52
20240116095017,34.57,152.58
20240116100017,35.96,154.64
20240116101017,37.27,156.7
20240116102017,38.49,158.77
20240116103017,39.63,160.83
