Serial,ElevationAngle,Azimuth
20240106163012,9.18,235.53
20240106164012,7.19,237.58
20240106165012,5.19,239.64
20240106170012,3.16,241.69
20240106171012,1.12,243.74
20240106172012,-0.95,245.79
20240107064012,-0.1,114.41
20240107065012,1.98,116.46
20240107070012,4.04,118.52
20240107071012,6.07,120.57
20240107072012,8.09,122.62
20240107073012,10.09,124.67
20240107074012,12.06,126.73
20240107075012,14.0,128.78
20240107080012,15.92,130.83
20240107081012,17.81,132.89
20240107082012,19.66,134.94
20240107083012,21.48,136.99
20240107084012,23.26,139.05
20240107085012,25.0,141.1
20240107090012,26.69,143.15
20240107091012,28.33,145.2
20240107092012,29.92,147.26
20240107093012,31.46,149.31
20240107094012,32.93,151.36
20240107095012,34.33,153.42
20240107100012,35.66,155.47
20240107101012,36.92,157.52
20240107102012,38.09,159.57
20240107103012,39.17,161.63
20240107104012,40.15,163.68
20240107105012,41.04,165.73
20240107110012,41.82,167.79
20240107111012,42.48,169.84
20240107112012,43.03,171.89
20240107113012,43.46,173.94
20240107114012,43.77,176.0
20240107115012,43.95,178.05
20240107120012,44.0,180.1
20240107121012,43.92,182.16
20240107122012,43.72,184.21
20240107123012,43.39,186.26
20240107124012,42.93,188.31
20240107125012,42.36,190.37
20240107130012,41.67,192.42
20240107131012,40.87,194.47
20240107132012,39.96,196.53
20240107133012,38.96,198.58
20240107134012,37.86,200.63
20240107135012,36.67,202.68
20240107140012,35.4,204.74
20240107141012,34.06,206.79
20240107142012,32.64,208.84
20240107143012,31.16,210.9
20240107144012,29.61,212.95
20240107145012,28.01,215.0
20240107150012,26.36,217.05
20240107151012,24.65,219.11
20240107152012,22.91,221.16
20240107153012,21.12,223.21
20240107154012,19.29,225.27
20240107155012,17.43,227.32
20240107160012,15.54,229.37
20240107161012,13.62,231.42
20240107162012,11.67,233.48
20240107163012,9.69,235.53
20240107164012,7.69,237.58
20240107165012,5.67,239.64
20240107170012,3.63,241.69
20240107171012,1.56,243.74
20240107172012,-0.51,245.79
20240108064012,-0.31,114.41
20240108065012,1.77,116.46
20240108070012,3.83,118.51
20240108071012,5.87,120.56
20240108072012,7.89,122.61
20240108073012,9.89,124.66
20240108074012,11.86,126.71
20240108075012,13.81,128.76
20240108080012,15.73,130.81
20240108081012,17.62,132.86
20240108082012,19.48,134.91
20240108083012,21.3,136.96
20240108084012,23.08,139.01
20240108085012,24.83,141.06
20240108090012,26.52,143.11
20240108091012,28.17,145.16
20240108092012,29.77,147.2
20240108093012,31.31,149.25
20240108094012,32.78,151.3
20240108095012,34.19,153.35
20240108100012,35.53,155.4
20240108101012,36.79,157.45
20240108102012,37.97,159.5
20240108103012,39.06,161.55
20240108104012,40.06,163.6
20240108105012,40.95,165.65
20240108110012,41.74,167.7
20240108111012,42.42,169.75
20240108112012,42.98,171.8
20240108113012,43.43,173.85
20240108114012,43.74,175.9
20240108115012,43.94,177.95
20240108120012,44.0,180.0
20240108121012,43.94,182.05
20240108122012,43.74,184.1
20240108123012,43.43,186.15
20240108124012,42.98,188.2
20240108125012,42.42,190.25
20240108130012,41.74,192.3
20240108131012,40.95,194.35
20240108132012,40.06,196.4
20240108133012,39.06,198.45
20240108134012,37.97,200.5
20240108135012,36.79,202.55
20240108140012,35.53,204.6
20240108141012,34.19,206.65
20240108142012,32.78,208.7
20240108143012,31.31,210.75
20240108144012,29.77,212.8
20240108145012,28.17,214.84
20240108150012,26.52,216.89
20240108151012,24.83,218.94
20240108152012,23.08,220.99
20240108153012,21.3,223.04
20240108154012,19.48,225.09
20240108155012,17.62,227.14
20240108160012,15.73,229.19
20240108161012,13.81,231.24
20240108162012,11.86,233.29
20240108163012,9.89,235.34
20240108164012,7.89,237.39
20240108165012,5.87,239.44
20240108170012,3.83,241.49
20240108171012,1.77,243.54
20240108172012,-0.31,245.59
20240109064012,-0.31,114.41
20240109065012,1.77,116.46
20240109070012,3.83,118.5
20240109071012,5.87,120.55
20240109072012,7.89,122.6
20240109073012,9.89,124.64
20240109074012,11.86,126.69
20240109075012,13.81,128.73
20240109080012,15.73,130.78
20240109081012,17.62,132.83
20240109082012,19.48,134.87
20240109083012,21.3,136.92
20240109084012,23.08,138.97
20240109085012,24.83,141.01
20240109090012,26.52,143.06
20240109091012,28.17,145.11
20240109092012,29.77,147.15
20240109093012,31.31,149.2
20240109094012,32.78,151.25
20240109095012,34.19,153.29
20240109100012,35.53,155.34
20240109101012,36.79,157.39
20240109102012,37.97,159.43
20240109103012,39.06,161.48
20240109104012,40.06,163.53
20240109105012,40.95,165.57
20240109110012,41.74,167.62
20240109111012,42.42,169.67
20240109112012,42.98,171.71
20240109113012,43.43,173.76
20240109114012,43.74,175.8
20240109115012,43.94,177.85
20240109120012,44.0,179.9
20240109121012,43.94,181.94
20240109122012,43.74,183.99
20240109123012,43.43,186.04
20240109124012,42.98,188.08
20240109125012,42.42,190.13
20240109130012,41.74,192.18
20240109131012,40.95,194.22
20240109132012,40.06,196.27
20240109133012,39.06,198.32
20240109134012,37.97,200.36
20240109135012,36.79,202.41
20240109140012,35.53,204.46
20240109141012,34.19,206.5
20240109142012,32.78,208.55
20240109143012,31.31,210.6
20240109144012,29.77,212.64
20240109145012,28.17,214.69
20240109150012,26.52,216.73
20240109151012,24.83,218.78
20240109152012,23.08,220.83
20240109153012,21.3,222.87
20240109154012,19.48,224.92
20240109155012,17.62,226.97
20240109160012,15.73,229.01
20240109161012,13.81,231.06
20240109162012,11.86,233.11
20240109163012,9.89,235.15
20240109164012,7.89,237.2
20240109165012,5.87,239.25
20240109170012,3.83,241.29
20240109171012,1.77,243.34
20240109172012,-0.31,245.39
20240110064012,-0.51,114.41
20240110065012,1.56,116.46
20240110070012,3.63,118.5
20240110071012,5.67,120.55
20240110072012,7.69,122.6
20240110073012,9.69,124.64
20240110074012,11.67,126.69
20240110075012,13.62,128.73
20240110080012,15.54,130.78
20240110081012,17.43,132.83
20240110082012,19.29,134.87
20240110083012,21.12,136.92
20240110084012,22.91,138.97
20240110085012,24.65,141.01
20240110090012,26.36,143.06
20240110091012,28.01,145.11
20240110092012,29.61,147.15
20240110093012,31.16,149.2
20240110094012,32.64,151.25
20240110095012,34.06,153.29
20240110100012,35.4,155.34
20240110101012,36.67,157.39
20240110102012,37.86,159.43
20240110103012,38.96,161.48
20240110104012,39.96,163.53
20240110105012,40.87,165.57
20240110110012,41.67,167.62
20240110111012,42.36,169.67
20240110112012,42.93,171.71
20240110113012,43.39,173.76
20240110114012,43.72,175.8
20240110115012,43.92,177.85
20240110120012,44.0,179.9
20240110121012,43.95,181.94
20240110122012,43.77,183.99
20240110123012,43.46,186.04
20240110124012,43.03,188.08
20240110125012,42.48,190.13
20240110130012,41.82,192.18
20240110131012,41.04,194.22
20240110132012,40.15,196.27
20240110133012,39.17,198.32
20240110134012,38.09,200.36
20240110135012,36.92,202.41
20240110140012,35.66,204.46
20240110141012,34.33,206.5
20240110142012,32.93,208.55
20240110143012,31.46,210.6
20240110144012,29.92,212.64
20240110145012,28.33,214.69
20240110150012,26.69,216.73
20240110151012,25.0,218.78
20240110152012,23.26,220.83
20240110153012,21.48,222.87
20240110154012,19.66,224.92
20240110155012,17.81,226.97
20240110160012,15.92,229.01
20240110161012,14.0,231.06
20240110162012,12.06,233.11
20240110163012,10.09,235.15
20240110164012,8.09,237.2
20240110165012,6.07,239.25
20240110170012,4.04,241.29
20240110171012,1.98,243.34
20240110172012,-0.1,245.39
20240111064012,-0.51,114.41
20240111065012,1.56,116.45
20240111070012,3.63,118.5
20240111071012,5.67,120.54
20240111072012,7.69,122.58
20240111073012,9.69,124.63
20240111074012,11.67,126.67
20240111075012,13.62,128.71
20240111080012,15.54,130.76
20240111081012,17.43,132.8
20240111082012,19.29,134.84
20240111083012,21.12,136.89
20240111084012,22.91,138.93
20240111085012,24.65,140.97
20240111090012,26.36,143.02
20240111091012,28.01,145.06
20240111092012,29.61,147.1
20240111093012,31.16,149.15
20240111094012,32.64,151.19
20240111095012,34.06,153.23
20240111100012,35.4,155.28
20240111101012,36.67,157.32
20240111102012,37.86,159.36
20240111103012,38.96,161.41
20240111104012,39.96,163.45
20240111105012,40.87,165.49
20240111110012,41.67,167.54
20240111111012,42.36,169.58
20240111112012,42.93,171.62
20240111113012,43.39,173.67
20240111114012,43.72,175.71
20240111115012,43.92,177.75
20240111120012,44.0,179.8
20240111121012,43.95,181.84
20240111122012,43.77,183.88
20240111123012,43.46,185.93
20240111124012,43.03,187.97
20240111125012,42.48,190.01
20240111130012,41.82,192.06
20240111131012,41.04,194.1
20240111132012,40.15,196.14
20240111133012,39.17,198.19
20240111134012,38.09,200.23
20240111135012,36.92,202.27
20240111140012,35.66,204.32
20240111141012,34.33,206.36
20240111142012,32.93,208.4
20240111143012,31.46,210.45
20240111144012,29.92,212.49
20240111145012,28.33,214.53
20240111150012,26.69,216.58
20240111151012,25.0,218.62
20240111152012,23.26,220.66
20240111153012,21.48,222.71
20240111154012,19.66,224.75
20240111155012,17.81,226.79
20240111160012,15.92,228.84
20240111161012,14.0,230.88
20240111162012,12.06,232.92
20240111163012,10.09,234.97
20240111164012,8.09,237.01
20240111165012,6.07,239.05
20240111170012,4.04,241.1
20240111171012,1.98,243.14
20240111172012,-0.1,245.18
20240112064012,-0.72,114.41
20240112065012,1.36,116.47
20240112070012,3.42,118.52
20240112071012,5.47,120.58
20240112072012,7.49,122.63
20240112073012,9.49,124.69
20240112074012,11.47,126.74
20240112075012,13.42,128.8
20240112080012,15.35,130.86
20240112081012,17.25,132.91
20240112082012,19.11,134.97
20240112083012,20.94,137.02
20240112084012,22.73,139.08
20240112085012,24.48,141.13
20240112090012,26.19,143.19
20240112091012,27.85,145.25
20240112092012,29.45,147.3
20240112093012,31.0,149.36
20240112094012,32.49,151.41
20240112095012,33.92,153.47
20240112100012,35.27,155.52
20240112101012,36.55,157.58
20240112102012,37.74,159.64
20240112103012,38.85,161.69
20240112104012,39.87,163.75
20240112105012,40.78,165.8
20240112110012,41.59,167.86
20240112111012,42.29,169.91
20240112112012,42.88,171.97
20240112113012,43.35,174.02
20240112114012,43.69,176.08
20240112115012,43.91,178.14
20240112120012,44.0,180.19
20240112121012,43.96,182.25
20240112122012,43.79,184.3
20240112123012,43.5,186.36
20240112124012,43.08,188.41
20240112125012,42.54,190.47
20240112130012,41.89,192.53
20240112131012,41.12,194.58
20240112132012,40.25,196.64
20240112133012,39.27,198.69
20240112134012,38.2,200.75
20240112135012,37.04,202.8
20240112140012,35.79,204.86
20240112141012,34.47,206.91
20240112142012,33.07,208.97
20240112143012,31.61,211.03
20240112144012,30.08,213.08
20240112145012,28.49,215.14
20240112150012,26.86,217.19
20240112151012,25.17,219.25
20240112152012,23.44,221.3
20240112153012,21.66,223.36
20240112154012,19.85,225.42
20240112155012,17.99,227.47
20240112160012,16.11,229.53
20240112161012,14.2,231.58
20240112162012,12.25,233.64
20240112163012,10.29,235.69
20240112164012,8.29,237.75
20240112165012,6.28,239.81
20240112170012,4.24,241.86
20240112171012,2.19,243.92
20240112172012,0.11,245.97
20240113064012,-0.72,113.41
20240113065012,1.36,115.48
20240113070012,3.42,117.55
20240113071012,5.47,119.62
20240113072012,7.49,121.69
20240113073012,9.49,123.75
20240113074012,11.47,125.82
20240113075012,13.42,127.89
20240113080012,15.35,129.96
20240113081012,17.25,132.02
20240113082012,19.11,134.09
20240113083012,20.94,136.16
20240113084012,22.73,138.23
20240113085012,24.48,140.3
20240113090012,26.19,142.36
20240113091012,27.85,144.43
20240113092012,29.45,146.5
20240113093012,31.0,148.57
20240113094012,32.49,150.64
20240113095012,33.92,152.7
20240113100012,35.27,154.77
20240113101012,36.55,156.84
20240113102012,37.74,158.91
20240113103012,38.85,160.98
20240113104012,39.87,163.04
20240113105012,40.78,165.11
20240113110012,41.59,167.18
20240113111012,42.29,169.25
20240113112012,42.88,171.31
20240113113012,43.35,173.38
20240113114012,43.69,175.45
20240113115012,43.91,177.52
20240113120012,44.0,179.59
20240113121012,43.96,181.65
20240113122012,43.79,183.72
20240113123012,43.5,185.79
20240113124012,43.08,187.86
20240113125012,42.54,189.93
20240113130012,41.89,191.99
20240113131012,41.12,194.06
20240113132012,40.25,196.13
20240113133012,39.27,198.2
20240113134012,38.2,200.27
20240113135012,37.04,202.33
20240113140012,35.79,204.4
20240113141012,34.47,206.47
20240113142012,33.07,208.54
20240113143012,31.61,210.6
20240113144012,30.08,212.67
20240113145012,28.49,214.74
20240113150012,26.86,216.81
20240113151012,25.17,218.88
20240113152012,23.44,220.94
20240113153012,21.66,223.01
20240113154012,19.85,225.08
20240113155012,17.99,227.15
20240113160012,16.11,229.22
20240113161012,14.2,231.28
20240113162012,12.25,233.35
20240113163012,10.29,235.42
20240113164012,8.29,237.49
20240113165012,6.28,239.56
20240113170012,4.24,241.62
20240113171012,2.19,243.69
20240113172012,0.11,245.76
20240114064012,-0.72,113.41
20240114065012,1.36,115.48
20240114070012,3.42,117.55
20240114071012,5.47,119.62
20240114072012,7.49,121.69
20240114073012,9.49,123.75
20240114074012,11.47,125.82
20240114075012,13.42,127.89
20240114080012,15.35,129.96
20240114081012,17.25,132.02
20240114082012,19.11,134.09
20240114083012,20.94,136.16
20240114084012,22.73,138.23
20240114085012,24.48,140.3
20240114090012,26.19,142.36
20240114091012,27.85,144.43
20240114092012,29.45,146.5
20240114093012,31.0,148.57
20240114094012,32.49,150.64
20240114095012,33.92,152.7
20240114100012,35.27,154.77
20240114101012,36.55,156.84
20240114102012,37.74,158.91
20240114103012,38.85,160.98
20240114104012,39.87,163.04
20240114105012,40.78,165.11
20240114110012,41.59,167.18
20240114111012,42.29,169.25
20240114112012,42.88,171.31
20240114113012,43.35,173.38
20240114114012,43.69,175.45
20240114115012,43.91,177.52
20240114120012,44.0,179.59
20240114121012,43.96,181.65
20240114122012,43.79,183.72
20240114123012,43.5,185.79
20240114124012,43.08,187.86
20240114125012,42.54,189.93
20240114130012,41.89,191.99
20240114131012,41.12,194.06
20240114132012,40.25,196.13
20240114133012,39.27,198.2
20240114134012,38.2,200.27
20240114135012,37.04,202.33
20240114140012,35.79,204.4
20240114141012,34.47,206.47
20240114142012,33.07,208.54
20240114143012,31.61,210.6
20240114144012,30.08,212.67
20240114145012,28.49,214.74
20240114150012,26.86,216.81
20240114151012,25.17,218.88
20240114152012,23.44,220.94
20240114153012,21.66,223.01
20240114154012,19.85,225.08
20240114155012,17.99,227.15
20240114160012,16.11,229.22
20240114161012,14.2,231.28
20240114162012,12.25,233.35
20240114163012,10.29,235.42
20240114164012,8.29,237.49
20240114165012,6.28,239.56
20240114170012,4.24,241.62
20240114171012,2.19,243.69
20240114172012,0.11,245.76
20240115064012,-0.5,113.41
20240115065012,1.6,115.48
20240115070012,3.68,117.54
20240115071012,5.74,119.61
20240115072012,7.78,121.67
20240115073012,9.8,123.74
20240115074012,11.8,125.8
20240115075012,13.77,127.87
20240115080012,15.72,129.93
20240115081012,17.64,132.0
20240115082012,19.52,134.06
20240115083012,21.38,136.12
20240115084012,23.19,138.19
20240115085012,24.97,140.25
20240115090012,26.7,142.32
20240115091012,28.39,144.38
20240115092012,30.02,146.45
20240115093012,31.6,148.51
20240115094012,33.12,150.58
20240115095012,34.57,152.64
20240115100012,35.96,154.71
20240115101012,37.27,156.77
20240115102012,38.49,158.84
20240115103012,39.63,160.9
20240115104012,40.68,162.97
20240115105012,41.62,165.03
20240115110012,42.46,167.1
20240115111012,43.19,169.16
20240115112012,43.8,171.22
20240115113012,44.29,173.29
20240115114012,44.65,175.35
20240115115012,44.89,177.42
20240115120012,44.99,179.48
20240115121012,44.97,181.55
20240115122012,44.81,183.61
20240115123012,44.52,185.68
20240115124012,44.11,187.74
20240115125012,43.57,189.81
20240115130012,42.91,191.87
20240115131012,42.14,193.94
20240115132012,41.26,196.0
20240115133012,40.27,198.07
20240115134012,39.19,200.13
20240115135012,38.01,202.2
20240115140012,36.75,204.26
20240115141012,35.41,206.33
20240115142012,34.0,208.39
20240115143012,32.52,210.45
20240115144012,30.98,212.52
20240115145012,29.37,214.58
20240115150012,27.72,216.65
20240115151012,26.01,218.71
20240115152012,24.26,220.78
20240115153012,22.47,222.84
20240115154012,20.64,224.91
20240115155012,18.77,226.97
20240115160012,16.87,229.04
20240115161012,14.94,231.1
20240115162012,12.99,233.17
20240115163012,11.0,235.23
20240115164012,8.99,237.3
20240115165012,6.97,239.36
20240115170012,4.91,241.43
20240115171012,2.85,243.49
20240115172012,0.76,245.55
20240116064012,-0.5,113.41
20240116065012,1.6,115.47
20240116070012,3.68,117.54
20240116071012,5.74,119.6
20240116072012,7.78,121.66
20240116073012,9.8,123.72
20240116074012,11.8,125.78
20240116075012,13.77,127.84
20240116080012,15.72,129.9
20240116081012,17.64,131.97
20240116082012,19.52,134.03
20240116083012,21.38,136.09
20240116084012,23.19,138.15
20240116085012,24.97,140.21
20240116090012,26.7,142.27
20240116091012,28.39,144.34
20240116092012,30.02,146.4
20240116093012,31.6,148.46
20240116094012,33.12,150.52
20240116095012,34.57,152.58
20240116100012,35.96,154.64
20240116101012,37.27,156.7
20240116102012,38.49,158.77
20240116103012,39.63,160.83
