Serial,ElevationAngle,Azimuth
20240103125006,41.33,190.53
20240103130006,40.65,192.55
20240103131006,39.85,194.58
20240103132006,38.96,196.6
20240103133006,37.96,198.63
20240103134006,36.88,200.65
20240103135006,35.7,202.68
20240103140006,34.45,204.7
20240103141006,33.12,206.73
20240103142006,31.71,208.75
20240103143006,30.25,210.78
20240103144006,28.72,212.8
20240103145006,27.13,214.83
20240103150006,25.5,216.85
20240103151006,23.81,218.88
20240103152006,22.08,220.9
20240103153006,20.31,222.93
20240103154006,18.5,224.95
20240103155006,16.66,226.98
20240103160006,14.78,229.0
20240103161006,12.88,231.03
20240103162006,10.94,233.05
20240103163006,8.98,235.08
20240103164006,6.99,237.1
20240103165006,4.99,239.13
20240103170006,2.96,241.15
20240103171006,0.91,243.18
20240104064006,-0.33,115.61
20240104065006,1.73,117.63
20240104070006,3.77,119.66
20240104071006,5.79,121.68
20240104072006,7.79,123.71
20240104073006,9.77,125.73
20240104074006,11.72,127.76
20240104075006,13.64,129.78
20240104080006,15.54,131.81
20240104081006,17.4,133.83
20240104082006,19.23,135.86
20240104083006,21.03,137.88
20240104084006,22.78,139.91
20240104085006,24.49,141.93
20240104090006,26.16,143.96
20240104091006,27.77,145.98
20240104092006,29.34,148.01
20240104093006,30.84,150.03
20240104094006,32.28,152.06
20240104095006,33.66,154.08
20240104100006,34.96,156.11
20240104101006,36.18,158.13
20240104102006,37.32,160.16
20240104103006,38.37,162.18
20240104104006,39.33,164.21
20240104105006,40.18,166.23
20240104110006,40.94,168.26
20240104111006,41.58,170.28
20240104112006,42.1,172.31
20240104113006,42.51,174.33
20240104114006,42.8,176.36
20240104115006,42.96,178.38
20240104120006,43.0,180.4
20240104121006,42.91,182.43
20240104122006,42.7,184.45
20240104123006,42.36,186.48
20240104124006,41.91,188.5
20240104125006,41.33,190.53
20240104130006,40.65,192.55
20240104131006,39.85,194.58
20240104132006,38.96,196.6
20240104133006,37.96,198.63
20240104134006,36.88,200.65
20240104135006,35.7,202.68
20240104140006,34.45,204.7
20240104141006,33.12,206.73
20240104142006,31.71,208.75
20240104143006,30.25,210.78
20240104144006,28.72,212.8
20240104145006,27.13,214.83
20240104150006,25.5,216.85
20240104151006,23.81,218.88
20240104152006,22.08,220.9
20240104153006,20.31,222.93
20240104154006,18.5,224.95
20240104155006,16.66,226.98
20240104160006,14.78,229.0
20240104161006,12.88,231.03
20240104162006,10.94,233.05
20240104163006,8.98,235.08
20240104164006,6.99,237.1
20240104165006,4.99,239.13
20240104170006,2.96,241.15
20240104171006,0.91,243.18
20240105064006,-0.53,115.61
20240105065006,1.53,117.63
20240105070006,3.57,119.65
20240105071006,5.59,121.67
20240105072006,7.59,123.69
20240105073006,9.57,125.72
20240105074006,11.52,127.74
20240105075006,13.45,129.76
20240105080006,15.35,131.78
20240105081006,17.22,133.8
20240105082006,19.05,135.82
20240105083006,20.85,137.85
20240105084006,22.61,139.87
20240105085006,24.32,141.89
20240105090006,25.99,143.91
20240105091006,27.62,145.93
20240105092006,29.18,147.95
20240105093006,30.69,149.98
20240105094006,32.14,152.0
20240105095006,33.52,154.02
20240105100006,34.83,156.04
20240105101006,36.06,158.06
20240105102006,37.21,160.09
20240105103006,38.27,162.11
20240105104006,39.24,164.13
20240105105006,40.1,166.15
20240105110006,40.87,168.17
20240105111006,41.52,170.19
20240105112006,42.06,172.22
20240105113006,42.48,174.24
20240105114006,42.77,176.26
20240105115006,42.95,178.28
20240105120006,43.0,180.3
20240105121006,42.92,182.33
20240105122006,42.72,184.35
20240105123006,42.4,186.37
20240105124006,41.96,188.39
20240105125006,41.4,190.41
20240105130006,40.72,192.43
20240105131006,39.94,194.46
20240105132006,39.05,196.48
20240105133006,38.07,198.5
20240105134006,36.99,200.52
20240105135006,35.82,202.54
20240105140006,34.58,204.56
20240105141006,33.25,206.59
20240105142006,31.86,208.61
20240105143006,30.4,210.63
20240105144006,28.87,212.65
20240105145006,27.3,214.67
20240105150006,25.66,216.7
20240105151006,23.98,218.72
20240105152006,22.26,220.74
20240105153006,20.49,222.76
20240105154006,18.69,224.78
20240105155006,16.85,226.8
20240105160006,14.97,228.83
20240105161006,13.07,230.85
20240105162006,11.13,232.87
20240105163006,9.18,234.89
20240105164006,7.19,236.91
20240105165006,5.19,238.93
20240105170006,3.16,240.96
20240105171006,1.12,242.98
20240105172006,-0.95,245.0
20240106064006,-0.53,114.41
20240106065006,1.53,116.46
20240106070006,3.57,118.52
20240106071006,5.59,120.57
20240106072006,7.59,122.62
20240106073006,9.57,124.67
20240106074006,11.52,126.73
20240106075006,13.45,128.78
20240106080006,15.35,130.83
20240106081006,17.22,132.89
20240106082006,19.05,134.94
20240106083006,20.85,136.99
20240106084006,22.61,139.05
20240106085006,24.32,141.1
20240106090006,25.99,143.15
20240106091006,27.62,145.2
20240106092006,29.18,147.26
20240106093006,30.69,149.31
20240106094006,32.14,151.36
20240106095006,33.52,153.42
20240106100006,34.83,155.47
20240106101006,36.06,157.52
20240106102006,37.21,159.57
20240106103006,38.27,161.63
20240106104006,39.24,163.68
20240106105006,40.1,165.73
20240106110006,40.87,167.79
20240106111006,41.52,169.84
20240106112006,42.06,171.89
20240106113006,42.48,173.94
20240106114006,42.77,176.0
20240106115006,42.95,178.05
20240106120006,43.0,180.1
20240106121006,42.92,182.16
20240106122006,42.72,184.21
20240106123006,42.4,186.26
20240106124006,41.96,188.31
20240106125006,41.4,190.37
20240106130006,40.72,192.42
20240106131006,39.94,194.47
20240106132006,39.05,196.53
20240106133006,38.07,198.58
20240106134006,36.99,200.63
20240106135006,35.82,202.68
20240106140006,34.58,204.74
20240106141006,33.25,206.79
20240106142006,31.86,208.84
20240106143006,30.4,210.9
20240106144006,28.87,212.95
20240106145006,27.3,215.0
20240106150006,25.66,217.05
20240106151006,23.98,219.11
20240106152006,22.26,221.16
20240106153006,20.49,223.21
20240106154006,18.69,225.27
20240106155006,16.85,227.32
20240106160006,14.97,229.37
20240106161006,13.07,231.42
20240106162006,11.13,233.48
20240106163006,9.18,235.53
20240106164006,7.19,237.58
20240106165006,5.19,239.64
20240106170006,3.16,241.69
20240106171006,1.12,243.74
20240106172006,-0.95,245.79
20240107064006,-0.1,114.41
20240107065006,1.98,116.46
20240107070006,4.04,118.52
20240107071006,6.07,120.57
20240107072006,8.09,122.62
20240107073006,10.09,124.67
20240107074006,12.06,126.73
20240107075006,14.0,128.78
20240107080006,15.92,130.83
20240107081006,17.81,132.89
20240107082006,19.66,134.94
20240107083006,21.48,136.99
20240107084006,23.26,139.05
20240107085006,25.0,141.1
20240107090006,26.69,143.15
20240107091006,28.33,145.2
20240107092006,29.92,147.26
20240107093006,31.46,149.31
20240107094006,32.93,151.36
20240107095006,34.33,153.42
20240107100006,35.66,155.47
20240107101006,36.92,157.52
20240107102006,38.09,159.57
20240107103006,39.17,161.63
20240107104006,40.15,163.68
20240107105006,41.04,165.73
20240107110006,41.82,167.79
20240107111006,42.48,169.84
20240107112006,43.03,171.89
20240107113006,43.46,173.94
20240107114006,43.77,176.0
20240107115006,43.95,178.05
20240107120006,44.0,180.1
20240107121006,43.92,182.16
20240107122006,43.72,184.21
20240107123006,43.39,186.26
20240107124006,42.93,188.31
20240107125006,42.36,190.37
20240107130006,41.67,192.42
20240107131006,40.87,194.47
20240107132006,39.96,196.53
20240107133006,38.96,198.58
20240107134006,37.86,200.63
20240107135006,36.67,202.68
20240107140006,35.4,204.74
20240107141006,34.06,206.79
20240107142006,32.64,208.84
20240107143006,31.16,210.9
20240107144006,29.61,212.95
20240107145006,28.01,215.0
20240107150006,26.36,217.05
20240107151006,24.65,219.11
20240107152006,22.91,221.16
20240107153006,21.12,223.21
20240107154006,19.29,225.27
20240107155006,17.43,227.32
20240107160006,15.54,229.37
20240107161006,13.62,231.42
20240107162006,11.67,233.48
20240107163006,9.69,235.53
20240107164006,7.69,237.58
20240107165006,5.67,239.64
20240107170006,3.63,241.69
20240107171006,1.56,243.74
20240107172006,-0.51,245.79
20240108064006,-0.31,114.41
20240108065006,1.77,116.46
20240108070006,3.83,118.51
20240108071006,5.87,120.56
20240108072006,7.89,122.61
20240108073006,9.89,124.66
20240108074006,11.86,126.71
20240108075006,13.81,128.76
20240108080006,15.73,130.81
20240108081006,17.62,132.86
20240108082006,19.48,134.91
20240108083006,21.3,136.96
20240108084006,23.08,139.01
20240108085006,24.83,141.06
20240108090006,26.52,143.11
20240108091006,28.17,145.16
20240108092006,29.77,147.2
20240108093006,31.31,149.25
20240108094006,32.78,151.3
20240108095006,34.19,153.35
20240108100006,35.53,155.4
20240108101006,36.79,157.45
20240108102006,37.97,159.5
20240108103006,39.06,161.55
20240108104006,40.06,163.6
20240108105006,40.95,165.65
20240108110006,41.74,167.7
20240108111006,42.42,169.75
20240108112006,42.98,171.8
20240108113006,43.43,173.85
20240108114006,43.74,175.9
20240108115006,43.94,177.95
20240108120006,44.0,180.0
20240108121006,43.94,182.05
20240108122006,43.74,184.1
20240108123006,43.43,186.15
20240108124006,42.98,188.2
20240108125006,42.42,190.25
20240108130006,41.74,192.3
20240108131006,40.95,194.35
20240108132006,40.06,196.4
20240108133006,39.06,198.45
20240108134006,37.97,200.5
20240108135006,36.79,202.55
20240108140006,35.53,204.6
20240108141006,34.19,206.65
20240108142006,32.78,208.7
20240108143006,31.31,210.75
20240108144006,29.77,212.8
20240108145006,28.17,214.84
20240108150006,26.52,216.89
20240108151006,24.83,218.94
20240108152006,23.08,220.99
20240108153006,21.3,223.04
20240108154006,19.48,225.09
20240108155006,17.62,227.14
20240108160006,15.73,229.19
20240108161006,13.81,231.24
20240108162006,11.86,233.29
20240108163006,9.89,235.34
20240108164006,7.89,237.39
20240108165006,5.87,239.44
20240108170006,3.83,241.49
20240108171006,1.77,243.54
20240108172006,-0.31,245.59
20240109064006,-0.31,114.41
20240109065006,1.77,116.46
20240109070006,3.83,118.5
20240109071006,5.87,120.55
20240109072006,7.89,122.6
20240109073006,9.89,124.64
20240109074006,11.86,126.69
20240109075006,13.81,128.73
20240109080006,15.73,130.78
20240109081006,17.62,132.83
20240109082006,19.48,134.87
20240109083006,21.3,136.92
20240109084006,23.08,138.97
20240109085006,24.83,141.01
20240109090006,26.52,143.06
20240109091006,28.17,145.11
20240109092006,29.77,147.15
20240109093006,31.31,149.2
20240109094006,32.78,151.25
20240109095006,34.19,153.29
20240109100006,35.53,155.34
20240109101006,36.79,157.39
20240109102006,37.97,159.43
20240109103006,39.06,161.48
20240109104006,40.06,163.53
20240109105006,40.95,165.57
20240109110006,41.74,167.62
20240109111006,42.42,169.67
20240109112006,42.98,171.71
20240109113006,43.43,173.76
20240109114006,43.74,175.8
20240109115006,43.94,177.85
20240109120006,44.0,179.9
20240109121006,43.94,181.94
20240109122006,43.74,183.99
20240109123006,43.43,186.04
20240109124006,42.98,188.08
20240109125006,42.42,190.13
20240109130006,41.74,192.18
20240109131006,40.95,194.22
20240109132006,40.06,196.27
20240109133006,39.06,198.32
20240109134006,37.97,200.36
20240109135006,36.79,202.41
20240109140006,35.53,204.46
20240109141006,34.19,206.5
20240109142006,32.78,208.55
20240109143006,31.31,210.6
20240109144006,29.77,212.64
20240109145006,28.17,214.69
20240109150006,26.52,216.73
20240109151006,24.83,218.78
20240109152006,23.08,220.83
20240109153006,21.3,222.87
20240109154006,19.48,224.92
20240109155006,17.62,226.97
20240109160006,15.73,229.01
20240109161006,13.81,231.06
20240109162006,11.86,233.11
20240109163006,9.89,235.15
20240109164006,7.89,237.2
20240109165006,5.87,239.25
20240109170006,3.83,241.29
20240109171006,1.77,243.34
20240109172006,-0.31,245.39
20240110064006,-0.51,114.41
20240110065006,1.56,116.46
20240110070006,3.63,118.5
20240110071006,5.67,120.55
20240110072006,7.69,122.6
20240110073006,9.69,124.64
20240110074006,11.67,126.69
20240110075006,13.62,128.73
20240110080006,15.54,130.78
20240110081006,17.43,132.83
20240110082006,19.29,134.87
20240110083006,21.12,136.92
20240110084006,22.91,138.97
20240110085006,24.65,141.01
20240110090006,26.36,143.06
20240110091006,28.01,145.11
20240110092006,29.61,147.15
20240110093006,31.16,149.2
20240110094006,32.64,151.25
20240110095006,34.06,153.29
20240110100006,35.4,155.34
20240110101006,36.67,157.39
20240110102006,37.86,159.43
20240110103006,38.96,161.48
20240110104006,39.96,163.53
20240110105006,40.87,165.57
20240110110006,41.67,167.62
20240110111006,42.36,169.67
20240110112006,42.93,171.71
20240110113006,43.39,173.76
20240110114006,43.72,175.8
20240110115006,43.92,177.85
20240110120006,44.0,179.9
20240110121006,43.95,181.94
20240110122006,43.77,183.99
20240110123006,43.46,186.04
20240110124006,43.03,188.08
20240110125006,42.48,190.13
20240110130006,41.82,192.18
20240110131006,41.04,194.22
20240110132006,40.15,196.27
20240110133006,39.17,198.32
20240110134006,38.09,200.36
20240110135006,36.92,202.41
20240110140006,35.66,204.46
20240110141006,34.33,206.5
20240110142006,32.93,208.55
20240110143006,31.46,210.6
20240110144006,29.92,212.64
20240110145006,28.33,214.69
20240110150006,26.69,216.73
20240110151006,25.0,218.78
20240110152006,23.26,220.83
20240110153006,21.48,222.87
20240110154006,19.66,224.92
20240110155006,17.81,226.97
20240110160006,15.92,229.01
20240110161006,14.0,231.06
20240110162006,12.06,233.11
20240110163006,10.09,235.15
20240110164006,8.09,237.2
20240110165006,6.07,239.25
20240110170006,4.04,241.29
20240110171006,1.98,243.34
20240110172006,-0.1,245.39
20240111064006,-0.51,114.41
20240111065006,1.56,116.45
20240111070006,3.63,118.5
20240111071006,5.67,120.54
20240111072006,7.69,122.58
20240111073006,9.69,124.63
20240111074006,11.67,126.67
20240111075006,13.62,128.71
20240111080006,15.54,130.76
20240111081006,17.43,132.8
20240111082006,19.29,134.84
20240111083006,21.12,136.89
20240111084006,22.91,138.93
20240111085006,24.65,140.97
20240111090006,26.36,143.02
20240111091006,28.01,145.06
20240111092006,29.61,147.1
20240111093006,31.16,149.15
20240111094006,32.64,151.19
20240111095006,34.06,153.23
20240111100006,35.4,155.28
20240111101006,36.67,157.32
20240111102006,37.86,159.36
20240111103006,38.96,161.41
20240111104006,39.96,163.45
20240111105006,40.87,165.49
20240111110006,41.67,167.54
20240111111006,42.36,169.58
20240111112006,42.93,171.62
20240111113006,43.39,173.67
20240111114006,43.72,175.71
20240111115006,43.92,177.75
20240111120006,44.0,179.8
20240111121006,43.95,181.84
20240111122006,43.77,183.88
20240111123006,43.46,185.93
20240111124006,43.03,187.97
20240111125006,42.48,190.01
20240111130006,41.82,192.06
20240111131006,41.04,194.1
20240111132006,40.15,196.14
20240111133006,39.17,198.19
20240111134006,38.09,200.23
20240111135006,36.92,202.27
20240111140006,35.66,204.32
20240111141006,34.33,206.36
20240111142006,32.93,208.4
20240111143006,31.46,210.45
20240111144006,29.92,212.49
20240111145006,28.33,214.53
20240111150006,26.69,216.58
20240111151006,25.0,218.62
20240111152006,23.26,220.66
20240111153006,21.48,222.71
20240111154006,19.66,224.75
20240111155006,17.81,226.79
20240111160006,15.92,228.84
20240111161006,14.0,230.88
20240111162006,12.06,232.92
20240111163006,10.09,234.97
20240111164006,8.09,237.01
20240111165006,6.07,239.05
20240111170006,4.04,241.1
20240111171006,1.98,243.14
20240111172006,-0.1,245.18
20240112064006,-0.72,114.41
20240112065006,1.36,116.47
20240112070006,3.42,118.52
20240112071006,5.47,120.58
20240112072006,7.49,122.63
20240112073006,9.49,124.69
20240112074006,11.47,126.74
20240112075006,13.42,128.8
20240112080006,15.35,130.86
20240112081006,17.25,132.91
20240112082006,19.11,134.97
20240112083006,20.94,137.02
20240112084006,22.73,139.08
20240112085006,24.48,141.13
20240112090006,26.19,143.19
20240112091006,27.85,145.25
20240112092006,29.45,147.3
20240112093006,31.0,149.36
20240112094006,32.49,151.41
20240112095006,33.92,153.47
20240112100006,35.27,155.52
20240112101006,36.55,157.58
20240112102006,37.74,159.64
20240112103006,38.85,161.69
20240112104006,39.87,163.75
20240112105006,40.78,165.8
20240112110006,41.59,167.86
20240112111006,42.29,169.91
20240112112006,42.88,171.97
20240112113006,43.35,174.02
20240112114006,43.69,176.08
20240112115006,43.91,178.14
20240112120006,44.0,180.19
20240112121006,43.96,182.25
20240112122006,43.79,184.3
20240112123006,43.5,186.36
20240112124006,43.08,188.41
20240112125006,42.54,190.47
20240112130006,41.89,192.53
20240112131006,41.12,194.58
20240112132006,40.25,196.64
20240112133006,39.27,198.69
20240112134006,38.2,200.75
20240112135006,37.04,202.8
20240112140006,35.79,204.86
20240112141006,34.47,206.91
20240112142006,33.07,208.97
20240112143006,31.61,211.03
20240112144006,30.08,213.08
20240112145006,28.49,215.14
20240112150006,26.86,217.19
20240112151006,25.17,219.25
20240112152006,23.44,221.3
20240112153006,21.66,223.36
20240112154006,19.85,225.42
20240112155006,17.99,227.47
20240112160006,16.11,229.53
20240112161006,14.2,231.58
20240112162006,12.25,233.64
20240112163006,10.29,235.69
20240112164006,8.29,237.75
20240112165006,6.28,239.81
20240112170006,4.24,241.86
20240112171006,2.19,243.92
20240112172006,0.11,245.97
20240113064006,-0.72,113.41
20240113065006,1.36,115.48
20240113070006,3.42,117.55
20240113071006,5.47,119.62
20240113072006,7.49,121.69
20240113073006,9.49,123.75
20240113074006,11.47,125.82
20240113075006,13.42,127.89
20240113080006,15.35,129.96
20240113081006,17.25,132.02
20240113082006,19.11,134.09
20240113083006,20.94,136.16
20240113084006,22.73,138.23
20240113085006,24.48,140.3
20240113090006,26.19,142.36
20240113091006,27.85,144.43
20240113092006,29.45,146.5
20240113093006,31.0,148.57
20240113094006,32.49,150.64
20240113095006,33.92,152.7
20240113100006,35.27,154.77
20240113101006,36.55,156.84
20240113102006,37.74,158.91
20240113103006,38.85,160.98
20240113104006,39.87,163.04
20240113105006,40.78,165.11
20240113110006,41.59,167.18
20240113111006,42.29,169.25
20240113112006,42.88,171.31
20240113113006,43.35,173.38
20240113114006,43.69,175.45
20240113115006,43.91,177.52
20240113120006,44.0,179.59
20240113121006,43.96,181.65
20240113122006,43.79,183.72
20240113123006,43.5,185.79
20240113124006,43.08,187.86
20240113125006,42.54,189.93
20240113130006,41.89,191.99
20240113131006,41.12,194.06
20240113132006,40.25,196.13
20240113133006,39.27,198.2
20240113134006,38.2,200.27
20240113135006,37.04,202.33
20240113140006,35.79,204.4
20240113141006,34.47,206.47
20240113142006,33.07,208.54
20240113143006,31.61,210.6
20240113144006,30.08,212.67
20240113145006,28.49,214.74
20240113150006,26.86,216.81
20240113151006,25.17,218.88
20240113152006,23.44,220.94
20240113153006,21.66,223.01
20240113154006,19.85,225.08
20240113155006,17.99,227.15
20240113160006,16.11,229.22
20240113161006,14.2,231.28
20240113162006,12.25,233.35
20240113163006,10.29,235.42
20240113164006,8.29,237.49
20240113165006,6.28,239.56
20240113170006,4.24,241.62
20240113171006,2.19,243.69
20240113172006,0.11,245.76
20240114064006,-0.72,113.41
20240114065006,1.36,115.48
20240114070006,3.42,117.55
20240114071006,5.47,119.62
20240114072006,7.49,121.69
20240114073006,9.49,123.75
20240114074006,11.47,125.82
20240114075006,13.42,127.89
20240114080006,15.35,129.96
20240114081006,17.25,132.02
20240114082006,19.11,134.09
20240114083006,20.94,136.16
20240114084006,22.73,138.23
20240114085006,24.48,140.3
20240114090006,26.19,142.36
20240114091006,27.85,144.43
20240114092006,29.45,146.5
20240114093006,31.0,148.57
20240114094006,32.49,150.64
20240114095006,33.92,152.7
20240114100006,35.27,154.77
20240114101006,36.55,156.84
20240114102006,37.74,158.91
20240114103006,38.85,160.98
20240114104006,39.87,163.04
20240114105006,40.78,165.11
20240114110006,41.59,167.18
20240114111006,42.29,169.25
20240114112006,42.88,171.31
20240114113006,43.35,173.38
20240114114006,43.69,175.45
20240114115006,43.91,177.52
20240114120006,44.0,179.59
20240114121006,43.96,181.65
20240114122006,43.79,183.72
20240114123006,43.5,185.79
20240114124006,43.08,187.86
20240114125006,42.54,189.93
20240114130006,41.89,191.99
20240114131006,41.12,194.06
20240114132006,40.25,196.13
20240114133006,39.27,198.2
20240114134006,38.2,200.27
20240114135006,37.04,202.33
20240114140006,35.79,204.4
20240114141006,34.47,206.47
20240114142006,33.07,208.54
20240114143006,31.61,210.6
20240114144006,30.08,212.67
20240114145006,28.49,214.74
20240114150006,26.86,216.81
20240114151006,25.17,218.88
20240114152006,23.44,220.94
20240114153006,21.66,223.01
20240114154006,19.85,225.08
20240114155006,17.99,227.15
20240114160006,16.11,229.22
20240114161006,14.2,231.28
20240114162006,12.25,233.35
20240114163006,10.29,235.42
20240114164006,8.29,237.49
20240114165006,6.28,239.56
20240114170006,4.24,241.62
20240114171006,2.19,243.69
20240114172006,0.11,245.76
20240115064006,-0.5,113.41
20240115065006,1.6,115.48
20240115070006,3.68,117.54
20240115071006,5.74,119.61
20240115072006,7.78,121.67
20240115073006,9.8,123.74
20240115074006,11.8,125.8
20240115075006,13.77,127.87
20240115080006,15.72,129.93
20240115081006,17.64,132.0
20240115082006,19.52,134.06
20240115083006,21.38,136.12
20240115084006,23.19,138.19
20240115085006,24.97,140.25
20240115090006,26.7,142.32
20240115091006,28.39,144.38
20240115092006,30.02,146.45
20240115093006,31.6,148.51
20240115094006,33.12,150.58
20240115095006,34.57,152.64
20240115100006,35.96,154.71
20240115101006,37.27,156.77
20240115102006,38.49,158.84
20240115103006,39.63,160.9
20240115104006,40.68,162.97
20240115105006,41.62,165.03
20240115110006,42.46,167.1
20240115111006,43.19,169.16
20240115112006,43.8,171.22
20240115113006,44.29,173.29
20240115114006,44.65,175.35
20240115115006,44.89,177.42
20240115120006,44.99,179.48
20240115121006,44.97,181.55
20240115122006,44.81,183.61
20240115123006,44.52,185.68
20240115124006,44.11,187.74
20240115125006,43.57,189.81
20240115130006,42.91,191.87
20240115131006,42.14,193.94
20240115132006,41.26,196.0
20240115133006,40.27,198.07
20240115134006,39.19,200.13
20240115135006,38.01,202.2
20240115140006,36.75,204.26
20240115141006,35.41,206.33
20240115142006,34.0,208.39
20240115143006,32.52,210.45
20240115144006,30.98,212.52
20240115145006,29.37,214.58
20240115150006,27.72,216.65
20240115151006,26.01,218.71
20240115152006,24.26,220.78
20240115153006,22.47,222.84
20240115154006,20.64,224.91
20240115155006,18.77,226.97
20240115160006,16.87,229.04
20240115161006,14.94,231.1
20240115162006,12.99,233.17
20240115163006,11.0,235.23
20240115164006,8.99,237.3
20240115165006,6.97,239.36
20240115170006,4.91,241.43
20240115171006,2.85,243.49
20240115172006,0.76,245.55
20240116064006,-0.5,113.41
20240116065006,1.6,115.47
20240116070006,3.68,117.54
20240116071006,5.74,119.6
20240116072006,7.78,121.66
20240116073006,9.8,123.72
20240116074006,11.8,125.78
20240116075006,13.77,127.84
20240116080006,15.72,129.9
20240116081006,17.64,131.97
20240116082006,19.52,134.03
20240116083006,21.38,136.09
20240116084006,23.19,138.15
20240116085006,24.97,140.21
20240116090006,26.7,142.27
20240116091006,28.39,144.34
20240116092006,30.02,146.4
20240116093006,31.6,148.46
20240116094006,33.12,150.52
20240116095006,34.57,152.58
20240116100006,35.96,154.64
20240116101006,37.27,156.7
20240116102006,38.49,158.77
20240116103006,39.63,160.83
