Serial,ElevationAngle(degree),Azimuth(degree)
20240105154001,18.69,224.78
20240105155001,16.85,226.8
20240105160001,14.97,228.83
20240105161001,13.07,230.85
20240105162001,11.13,232.87
20240105163001,9.18,234.89
20240105164001,7.19,236.91
20240105165001,5.19,238.93
20240105170001,3.16,240.96
20240105171001,1.12,242.98
20240105172001,-0.95,245.0
20240106064001,-0.53,114.41
20240106065001,1.53,116.46
20240106070001,3.57,118.52
20240106071001,5.59,120.57
20240106072001,7.59,122.62
20240106073001,9.57,124.67
20240106074001,11.52,126.73
20240106075001,13.45,128.78
20240106080001,15.35,130.83
20240106081001,17.22,132.89
20240106082001,19.05,134.94
20240106083001,20.85,136.99
20240106084001,22.61,139.05
20240106085001,24.32,141.1
20240106090001,25.99,143.15
20240106091001,27.62,145.2
20240106092001,29.18,147.26
20240106093001,30.69,149.31
20240106094001,32.14,151.36
20240106095001,33.52,153.42
20240106100001,34.83,155.47
20240106101001,36.06,157.52
20240106102001,37.21,159.57
20240106103001,38.27,161.63
20240106104001,39.24,163.68
20240106105001,40.1,165.73
20240106110001,40.87,167.79
20240106111001,41.52,169.84
20240106112001,42.06,171.89
20240106113001,42.48,173.94
20240106114001,42.77,176.0
20240106115001,42.95,178.05
20240106120001,43.0,180.1
20240106121001,42.92,182.16
20240106122001,42.72,184.21
20240106123001,42.4,186.26
20240106124001,41.96,188.31
20240106125001,41.4,190.37
20240106130001,40.72,192.42
20240106131001,39.94,194.47
20240106132001,39.05,196.53
20240106133001,38.07,198.58
20240106134001,36.99,200.63
20240106135001,35.82,202.68
20240106140001,34.58,204.74
20240106141001,33.25,206.79
20240106142001,31.86,208.84
20240106143001,30.4,210.9
20240106144001,28.87,212.95
20240106145001,27.3,215.0
20240106150001,25.66,217.05
20240106151001,23.98,219.11
20240106152001,22.26,221.16
20240106153001,20.49,223.21
20240106154001,18.69,225.27
20240106155001,16.85,227.32
20240106160001,14.97,229.37
20240106161001,13.07,231.42
20240106162001,11.13,233.48
20240106163001,9.18,235.53
20240106164001,7.19,237.58
20240106165001,5.19,239.64
20240106170001,3.16,241.69
20240106171001,1.12,243.74
20240106172001,-0.95,245.79
20240107064001,-0.1,114.41
20240107065001,1.98,116.46
20240107070001,4.04,118.52
20240107071001,6.07,120.57
20240107072001,8.09,122.62
20240107073001,10.09,124.67
20240107074001,12.06,126.73
20240107075001,14.0,128.78
20240107080001,15.92,130.83
20240107081001,17.81,132.89
20240107082001,19.66,134.94
20240107083001,21.48,136.99
20240107084001,23.26,139.05
20240107085001,25.0,141.1
20240107090001,26.69,143.15
20240107091001,28.33,145.2
20240107092001,29.92,147.26
20240107093001,31.46,149.31
20240107094001,32.93,151.36
20240107095001,34.33,153.42
20240107100001,35.66,155.47
20240107101001,36.92,157.52
20240107102001,38.09,159.57
20240107103001,39.17,161.63
20240107104001,40.15,163.68
20240107105001,41.04,165.73
20240107110001,41.82,167.79
20240107111001,42.48,169.84
20240107112001,43.03,171.89
20240107113001,43.46,173.94
20240107114001,43.77,176.0
20240107115001,43.95,178.05
20240107120001,44.0,180.1
20240107121001,43.92,182.16
20240107122001,43.72,184.21
20240107123001,43.39,186.26
20240107124001,42.93,188.31
20240107125001,42.36,190.37
20240107130001,41.67,192.42
20240107131001,40.87,194.47
20240107132001,39.96,196.53
20240107133001,38.96,198.58
20240107134001,37.86,200.63
20240107135001,36.67,202.68
20240107140001,35.4,204.74
20240107141001,34.06,206.79
20240107142001,32.64,208.84
20240107143001,31.16,210.9
20240107144001,29.61,212.95
20240107145001,28.01,215.0
20240107150001,26.36,217.05
20240107151001,24.65,219.11
20240107152001,22.91,221.16
20240107153001,21.12,223.21
20240107154001,19.29,225.27
20240107155001,17.43,227.32
20240107160001,15.54,229.37
20240107161001,13.62,231.42
20240107162001,11.67,233.48
20240107163001,9.69,235.53
20240107164001,7.69,237.58
20240107165001,5.67,239.64
20240107170001,3.63,241.69
20240107171001,1.56,243.74
20240107172001,-0.51,245.79
20240108064001,-0.31,114.41
20240108065001,1.77,116.46
20240108070001,3.83,118.51
20240108071001,5.87,120.56
20240108072001,7.89,122.61
20240108073001,9.89,124.66
20240108074001,11.86,126.71
20240108075001,13.81,128.76
20240108080001,15.73,130.81
20240108081001,17.62,132.86
20240108082001,19.48,134.91
20240108083001,21.3,136.96
20240108084001,23.08,139.01
20240108085001,24.83,141.06
20240108090001,26.52,143.11
20240108091001,28.17,145.16
20240108092001,29.77,147.2
20240108093001,31.31,149.25
20240108094001,32.78,151.3
20240108095001,34.19,153.35
20240108100001,35.53,155.4
20240108101001,36.79,157.45
20240108102001,37.97,159.5
20240108103001,39.06,161.55
20240108104001,40.06,163.6
20240108105001,40.95,165.65
20240108110001,41.74,167.7
20240108111001,42.42,169.75
20240108112001,42.98,171.8
20240108113001,43.43,173.85
20240108114001,43.74,175.9
20240108115001,43.94,177.95
20240108120001,44.0,180.0
20240108121001,43.94,182.05
20240108122001,43.74,184.1
20240108123001,43.43,186.15
20240108124001,42.98,188.2
20240108125001,42.42,190.25
20240108130001,41.74,192.3
20240108131001,40.95,194.35
20240108132001,40.06,196.4
20240108133001,39.06,198.45
20240108134001,37.97,200.5
20240108135001,36.79,202.55
20240108140001,35.53,204.6
20240108141001,34.19,206.65
20240108142001,32.78,208.7
20240108143001,31.31,210.75
20240108144001,29.77,212.8
20240108145001,28.17,214.84
20240108150001,26.52,216.89
20240108151001,24.83,218.94
20240108152001,23.08,220.99
20240108153001,21.3,223.04
20240108154001,19.48,225.09
20240108155001,17.62,227.14
20240108160001,15.73,229.19
20240108161001,13.81,231.24
20240108162001,11.86,233.29
20240108163001,9.89,235.34
20240108164001,7.89,237.39
20240108165001,5.87,239.44
20240108170001,3.83,241.49
20240108171001,1.77,243.54
20240108172001,-0.31,245.59
20240109064001,-0.31,114.41
20240109065001,1.77,116.46
20240109070001,3.83,118.5
20240109071001,5.87,120.55
20240109072001,7.89,122.6
20240109073001,9.89,124.64
20240109074001,11.86,126.69
20240109075001,13.81,128.73
20240109080001,15.73,130.78
20240109081001,17.62,132.83
20240109082001,19.48,134.87
20240109083001,21.3,136.92
20240109084001,23.08,138.97
20240109085001,24.83,141.01
20240109090001,26.52,143.06
20240109091001,28.17,145.11
20240109092001,29.77,147.15
20240109093001,31.31,149.2
20240109094001,32.78,151.25
20240109095001,34.19,153.29
20240109100001,35.53,155.34
20240109101001,36.79,157.39
20240109102001,37.97,159.43
20240109103001,39.06,161.48
20240109104001,40.06,163.53
20240109105001,40.95,165.57
20240109110001,41.74,167.62
20240109111001,42.42,169.67
20240109112001,42.98,171.71
20240109113001,43.43,173.76
20240109114001,43.74,175.8
20240109115001,43.94,177.85
20240109120001,44.0,179.9
20240109121001,43.94,181.94
20240109122001,43.74,183.99
20240109123001,43.43,186.04
20240109124001,42.98,188.08
20240109125001,42.42,190.13
20240109130001,41.74,192.18
20240109131001,40.95,194.22
20240109132001,40.06,196.27
20240109133001,39.06,198.32
20240109134001,37.97,200.36
20240109135001,36.79,202.41
20240109140001,35.53,204.46
20240109141001,34.19,206.5
20240109142001,32.78,208.55
20240109143001,31.31,210.6
20240109144001,29.77,212.64
20240109145001,28.17,214.69
20240109150001,26.52,216.73
20240109151001,24.83,218.78
20240109152001,23.08,220.83
20240109153001,21.3,222.87
20240109154001,19.48,224.92
20240109155001,17.62,226.97
20240109160001,15.73,229.01
20240109161001,13.81,231.06
20240109162001,11.86,233.11
20240109163001,9.89,235.15
20240109164001,7.89,237.2
20240109165001,5.87,239.25
20240109170001,3.83,241.29
20240109171001,1.77,243.34
20240109172001,-0.31,245.39
20240110064001,-0.51,114.41
20240110065001,1.56,116.46
20240110070001,3.63,118.5
20240110071001,5.67,120.55
20240110072001,7.69,122.6
20240110073001,9.69,124.64
20240110074001,11.67,126.69
20240110075001,13.62,128.73
20240110080001,15.54,130.78
20240110081001,17.43,132.83
20240110082001,19.29,134.87
20240110083001,21.12,136.92
20240110084001,22.91,138.97
20240110085001,24.65,141.01
20240110090001,26.36,143.06
20240110091001,28.01,145.11
20240110092001,29.61,147.15
20240110093001,31.16,149.2
20240110094001,32.64,151.25
20240110095001,34.06,153.29
20240110100001,35.4,155.34
20240110101001,36.67,157.39
20240110102001,37.86,159.43
20240110103001,38.96,161.48
20240110104001,39.96,163.53
20240110105001,40.87,165.57
20240110110001,41.67,167.62
20240110111001,42.36,169.67
20240110112001,42.93,171.71
20240110113001,43.39,173.76
20240110114001,43.72,175.8
20240110115001,43.92,177.85
20240110120001,44.0,179.9
20240110121001,43.95,181.94
20240110122001,43.77,183.99
20240110123001,43.46,186.04
20240110124001,43.03,188.08
20240110125001,42.48,190.13
20240110130001,41.82,192.18
20240110131001,41.04,194.22
20240110132001,40.15,196.27
20240110133001,39.17,198.32
20240110134001,38.09,200.36
20240110135001,36.92,202.41
20240110140001,35.66,204.46
20240110141001,34.33,206.5
20240110142001,32.93,208.55
20240110143001,31.46,210.6
20240110144001,29.92,212.64
20240110145001,28.33,214.69
20240110150001,26.69,216.73
20240110151001,25.0,218.78
20240110152001,23.26,220.83
20240110153001,21.48,222.87
20240110154001,19.66,224.92
20240110155001,17.81,226.97
20240110160001,15.92,229.01
20240110161001,14.0,231.06
20240110162001,12.06,233.11
20240110163001,10.09,235.15
20240110164001,8.09,237.2
20240110165001,6.07,239.25
20240110170001,4.04,241.29
20240110171001,1.98,243.34
20240110172001,-0.1,245.39
20240111064001,-0.51,114.41
20240111065001,1.56,116.45
20240111070001,3.63,118.5
20240111071001,5.67,120.54
20240111072001,7.69,122.58
20240111073001,9.69,124.63
20240111074001,11.67,126.67
20240111075001,13.62,128.71
20240111080001,15.54,130.76
20240111081001,17.43,132.8
20240111082001,19.29,134.84
20240111083001,21.12,136.89
20240111084001,22.91,138.93
20240111085001,24.65,140.97
20240111090001,26.36,143.02
20240111091001,28.01,145.06
20240111092001,29.61,147.1
20240111093001,31.16,149.15
20240111094001,32.64,151.19
20240111095001,34.06,153.23
20240111100001,35.4,155.28
20240111101001,36.67,157.32
20240111102001,37.86,159.36
20240111103001,38.96,161.41
20240111104001,39.96,163.45
20240111105001,40.87,165.49
20240111110001,41.67,167.54
20240111111001,42.36,169.58
20240111112001,42.93,171.62
20240111113001,43.39,173.67
20240111114001,43.72,175.71
20240111115001,43.92,177.75
20240111120001,44.0,179.8
20240111121001,43.95,181.84
20240111122001,43.77,183.88
20240111123001,43.46,185.93
20240111124001,43.03,187.97
20240111125001,42.48,190.01
20240111130001,41.82,192.06
20240111131001,41.04,194.1
20240111132001,40.15,196.14
20240111133001,39.17,198.19
20240111134001,38.09,200.23
20240111135001,36.92,202.27
20240111140001,35.66,204.32
20240111141001,34.33,206.36
20240111142001,32.93,208.4
20240111143001,31.46,210.45
20240111144001,29.92,212.49
20240111145001,28.33,214.53
20240111150001,26.69,216.58
20240111151001,25.0,218.62
20240111152001,23.26,220.66
20240111153001,21.48,222.71
20240111154001,19.66,224.75
20240111155001,17.81,226.79
20240111160001,15.92,228.84
20240111161001,14.0,230.88
20240111162001,12.06,232.92
20240111163001,10.09,234.97
20240111164001,8.09,237.01
20240111165001,6.07,239.05
20240111170001,4.04,241.1
20240111171001,1.98,243.14
20240111172001,-0.1,245.18
20240112064001,-0.72,114.41
20240112065001,1.36,116.47
20240112070001,3.42,118.52
20240112071001,5.47,120.58
20240112072001,7.49,122.63
20240112073001,9.49,124.69
20240112074001,11.47,126.74
20240112075001,13.42,128.8
20240112080001,15.35,130.86
20240112081001,17.25,132.91
20240112082001,19.11,134.97
20240112083001,20.94,137.02
20240112084001,22.73,139.08
20240112085001,24.48,141.13
20240112090001,26.19,143.19
20240112091001,27.85,145.25
20240112092001,29.45,147.3
20240112093001,31.0,149.36
20240112094001,32.49,151.41
20240112095001,33.92,153.47
20240112100001,35.27,155.52
20240112101001,36.55,157.58
20240112102001,37.74,159.64
20240112103001,38.85,161.69
20240112104001,39.87,163.75
20240112105001,40.78,165.8
20240112110001,41.59,167.86
20240112111001,42.29,169.91
20240112112001,42.88,171.97
20240112113001,43.35,174.02
20240112114001,43.69,176.08
20240112115001,43.91,178.14
20240112120001,44.0,180.19
20240112121001,43.96,182.25
20240112122001,43.79,184.3
20240112123001,43.5,186.36
20240112124001,43.08,188.41
20240112125001,42.54,190.47
20240112130001,41.89,192.53
20240112131001,41.12,194.58
20240112132001,40.25,196.64
20240112133001,39.27,198.69
20240112134001,38.2,200.75
20240112135001,37.04,202.8
20240112140001,35.79,204.86
20240112141001,34.47,206.91
20240112142001,33.07,208.97
20240112143001,31.61,211.03
20240112144001,30.08,213.08
20240112145001,28.49,215.14
20240112150001,26.86,217.19
20240112151001,25.17,219.25
20240112152001,23.44,221.3
20240112153001,21.66,223.36
20240112154001,19.85,225.42
20240112155001,17.99,227.47
20240112160001,16.11,229.53
20240112161001,14.2,231.58
20240112162001,12.25,233.64
20240112163001,10.29,235.69
20240112164001,8.29,237.75
20240112165001,6.28,239.81
20240112170001,4.24,241.86
20240112171001,2.19,243.92
20240112172001,0.11,245.97
20240113064001,-0.72,113.41
20240113065001,1.36,115.48
20240113070001,3.42,117.55
20240113071001,5.47,119.62
20240113072001,7.49,121.69
20240113073001,9.49,123.75
20240113074001,11.47,125.82
20240113075001,13.42,127.89
20240113080001,15.35,129.96
20240113081001,17.25,132.02
20240113082001,19.11,134.09
20240113083001,20.94,136.16
20240113084001,22.73,138.23
20240113085001,24.48,140.3
20240113090001,26.19,142.36
20240113091001,27.85,144.43
20240113092001,29.45,146.5
20240113093001,31.0,148.57
20240113094001,32.49,150.64
20240113095001,33.92,152.7
20240113100001,35.27,154.77
20240113101001,36.55,156.84
20240113102001,37.74,158.91
20240113103001,38.85,160.98
20240113104001,39.87,163.04
20240113105001,40.78,165.11
20240113110001,41.59,167.18
20240113111001,42.29,169.25
20240113112001,42.88,171.31
20240113113001,43.35,173.38
20240113114001,43.69,175.45
20240113115001,43.91,177.52
20240113120001,44.0,179.59
20240113121001,43.96,181.65
20240113122001,43.79,183.72
20240113123001,43.5,185.79
20240113124001,43.08,187.86
20240113125001,42.54,189.93
20240113130001,41.89,191.99
20240113131001,41.12,194.06
20240113132001,40.25,196.13
20240113133001,39.27,198.2
20240113134001,38.2,200.27
20240113135001,37.04,202.33
20240113140001,35.79,204.4
20240113141001,34.47,206.47
20240113142001,33.07,208.54
20240113143001,31.61,210.6
20240113144001,30.08,212.67
20240113145001,28.49,214.74
20240113150001,26.86,216.81
20240113151001,25.17,218.88
20240113152001,23.44,220.94
20240113153001,21.66,223.01
20240113154001,19.85,225.08
20240113155001,17.99,227.15
20240113160001,16.11,229.22
20240113161001,14.2,231.28
20240113162001,12.25,233.35
20240113163001,10.29,235.42
20240113164001,8.29,237.49
20240113165001,6.28,239.56
20240113170001,4.24,241.62
20240113171001,2.19,243.69
20240113172001,0.11,245.76
20240114064001,-0.72,113.41
20240114065001,1.36,115.48
20240114070001,3.42,117.55
20240114071001,5.47,119.62
20240114072001,7.49,121.69
20240114073001,9.49,123.75
20240114074001,11.47,125.82
20240114075001,13.42,127.89
20240114080001,15.35,129.96
20240114081001,17.25,132.02
20240114082001,19.11,134.09
20240114083001,20.94,136.16
20240114084001,22.73,138.23
20240114085001,24.48,140.3
20240114090001,26.19,142.36
20240114091001,27.85,144.43
20240114092001,29.45,146.5
20240114093001,31.0,148.57
20240114094001,32.49,150.64
20240114095001,33.92,152.7
20240114100001,35.27,154.77
20240114101001,36.55,156.84
20240114102001,37.74,158.91
20240114103001,38.85,160.98
20240114104001,39.87,163.04
20240114105001,40.78,165.11
20240114110001,41.59,167.18
20240114111001,42.29,169.25
20240114112001,42.88,171.31
20240114113001,43.35,173.38
20240114114001,43.69,175.45
20240114115001,43.91,177.52
20240114120001,44.0,179.59
20240114121001,43.96,181.65
20240114122001,43.79,183.72
20240114123001,43.5,185.79
20240114124001,43.08,187.86
20240114125001,42.54,189.93
20240114130001,41.89,191.99
20240114131001,41.12,194.06
20240114132001,40.25,196.13
20240114133001,39.27,198.2
20240114134001,38.2,200.27
20240114135001,37.04,202.33
20240114140001,35.79,204.4
20240114141001,34.47,206.47
20240114142001,33.07,208.54
20240114143001,31.61,210.6
20240114144001,30.08,212.67
20240114145001,28.49,214.74
20240114150001,26.86,216.81
20240114151001,25.17,218.88
20240114152001,23.44,220.94
20240114153001,21.66,223.01
20240114154001,19.85,225.08
20240114155001,17.99,227.15
20240114160001,16.11,229.22
20240114161001,14.2,231.28
20240114162001,12.25,233.35
20240114163001,10.29,235.42
20240114164001,8.29,237.49
20240114165001,6.28,239.56
20240114170001,4.24,241.62
20240114171001,2.19,243.69
20240114172001,0.11,245.76
20240115064001,-0.5,113.41
20240115065001,1.6,115.48
20240115070001,3.68,117.54
20240115071001,5.74,119.61
20240115072001,7.78,121.67
20240115073001,9.8,123.74
20240115074001,11.8,125.8
20240115075001,13.77,127.87
20240115080001,15.72,129.93
20240115081001,17.64,132.0
20240115082001,19.52,134.06
20240115083001,21.38,136.12
20240115084001,23.19,138.19
20240115085001,24.97,140.25
20240115090001,26.7,142.32
20240115091001,28.39,144.38
20240115092001,30.02,146.45
20240115093001,31.6,148.51
20240115094001,33.12,150.58
20240115095001,34.57,152.64
20240115100001,35.96,154.71
20240115101001,37.27,156.77
20240115102001,38.49,158.84
20240115103001,39.63,160.9
20240115104001,40.68,162.97
20240115105001,41.62,165.03
20240115110001,42.46,167.1
20240115111001,43.19,169.16
20240115112001,43.8,171.22
20240115113001,44.29,173.29
20240115114001,44.65,175.35
20240115115001,44.89,177.42
20240115120001,44.99,179.48
20240115121001,44.97,181.55
20240115122001,44.81,183.61
20240115123001,44.52,185.68
20240115124001,44.11,187.74
20240115125001,43.57,189.81
20240115130001,42.91,191.87
20240115131001,42.14,193.94
20240115132001,41.26,196.0
20240115133001,40.27,198.07
20240115134001,39.19,200.13
20240115135001,38.01,202.2
20240115140001,36.75,204.26
20240115141001,35.41,206.33
20240115142001,34.0,208.39
20240115143001,32.52,210.45
20240115144001,30.98,212.52
20240115145001,29.37,214.58
20240115150001,27.72,216.65
20240115151001,26.01,218.71
20240115152001,24.26,220.78
20240115153001,22.47,222.84
20240115154001,20.64,224.91
20240115155001,18.77,226.97
20240115160001,16.87,229.04
20240115161001,14.94,231.1
20240115162001,12.99,233.17
20240115163001,11.0,235.23
20240115164001,8.99,237.3
20240115165001,6.97,239.36
20240115170001,4.91,241.43
20240115171001,2.85,243.49
20240115172001,0.76,245.55
20240116064001,-0.5,113.41
20240116065001,1.6,115.47
20240116070001,3.68,117.54
20240116071001,5.74,119.6
20240116072001,7.78,121.66
20240116073001,9.8,123.72
20240116074001,11.8,125.78
20240116075001,13.77,127.84
20240116080001,15.72,129.9
20240116081001,17.64,131.97
20240116082001,19.52,134.03
20240116083001,21.38,136.09
20240116084001,23.19,138.15
20240116085001,24.97,140.21
20240116090001,26.7,142.27
20240116091001,28.39,144.34
20240116092001,30.02,146.4
20240116093001,31.6,148.46
20240116094001,33.12,150.52
20240116095001,34.57,152.58
20240116100001,35.96,154.64
20240116101001,37.27,156.7
20240116102001,38.49,158.77
