Serial,ElevationAngle(degree),Azimuth(degree)
20240102085016,24.66,141.97
20240102090016,26.32,144.0
20240102091016,27.93,146.03
20240102092016,29.49,148.06
20240102093016,30.99,150.09
20240102094016,32.42,152.11
20240102095016,33.79,154.14
20240102100016,35.08,156.17
20240102101016,36.3,158.2
20240102102016,37.43,160.23
20240102103016,38.47,162.25
20240102104016,39.42,164.28
20240102105016,40.26,166.31
20240102110016,41.0,168.34
20240102111016,41.63,170.37
20240102112016,42.15,172.39
20240102113016,42.55,174.42
20240102114016,42.82,176.45
20240102115016,42.97,178.48
20240102120016,42.99,180.51
20240102121016,42.89,182.54
20240102122016,42.67,184.56
20240102123016,42.32,186.59
20240102124016,41.85,188.62
20240102125016,41.27,190.65
20240102130016,40.57,192.68
20240102131016,39.77,194.7
20240102132016,38.86,196.73
20240102133016,37.86,198.76
20240102134016,36.76,200.79
20240102135016,35.58,202.82
20240102140016,34.32,204.84
20240102141016,32.98,206.87
20240102142016,31.57,208.9
20240102143016,30.1,210.93
20240102144016,28.56,212.96
20240102145016,26.97,214.98
20240102150016,25.33,217.01
20240102151016,23.64,219.04
20240102152016,21.91,221.07
20240102153016,20.13,223.1
20240102154016,18.32,225.12
20240102155016,16.47,227.15
20240102160016,14.59,229.18
20240102161016,12.68,231.21
20240102162016,10.75,233.24
20240102163016,8.78,235.27
20240102164016,6.8,237.29
20240102165016,4.79,239.32
20240102170016,2.76,241.35
20240102171016,0.71,243.38
20240103064016,-0.33,115.61
20240103065016,1.73,117.63
20240103070016,3.77,119.66
20240103071016,5.79,121.68
20240103072016,7.79,123.71
20240103073016,9.77,125.73
20240103074016,11.72,127.76
20240103075016,13.64,129.78
20240103080016,15.54,131.81
20240103081016,17.4,133.83
20240103082016,19.23,135.86
20240103083016,21.03,137.88
20240103084016,22.78,139.91
20240103085016,24.49,141.93
20240103090016,26.16,143.96
20240103091016,27.78,145.98
20240103092016,29.34,148.01
20240103093016,30.84,150.03
20240103094016,32.28,152.06
20240103095016,33.66,154.08
20240103100016,34.96,156.11
20240103101016,36.18,158.13
20240103102016,37.32,160.16
20240103103016,38.37,162.18
20240103104016,39.33,164.21
20240103105016,40.18,166.23
20240103110016,40.94,168.26
20240103111016,41.58,170.28
20240103112016,42.1,172.31
20240103113016,42.51,174.33
20240103114016,42.8,176.36
20240103115016,42.96,178.38
20240103120016,43.0,180.4
20240103121016,42.91,182.43
20240103122016,42.7,184.45
20240103123016,42.36,186.48
20240103124016,41.91,188.5
20240103125016,41.33,190.53
20240103130016,40.65,192.55
20240103131016,39.85,194.58
20240103132016,38.96,196.6
20240103133016,37.96,198.63
20240103134016,36.88,200.65
20240103135016,35.7,202.68
20240103140016,34.45,204.7
20240103141016,33.12,206.73
20240103142016,31.71,208.75
20240103143016,30.25,210.78
20240103144016,28.72,212.8
20240103145016,27.13,214.83
20240103150016,25.5,216.85
20240103151016,23.81,218.88
20240103152016,22.08,220.9
20240103153016,20.31,222.93
20240103154016,18.5,224.95
20240103155016,16.66,226.98
20240103160016,14.78,229.0
20240103161016,12.88,231.03
20240103162016,10.94,233.05
20240103163016,8.98,235.08
20240103164016,7.0,237.1
20240103165016,4.99,239.13
20240103170016,2.96,241.15
20240103171016,0.91,243.18
20240104064016,-0.33,115.61
20240104065016,1.73,117.63
20240104070016,3.77,119.66
20240104071016,5.79,121.68
20240104072016,7.79,123.71
20240104073016,9.77,125.73
20240104074016,11.72,127.76
20240104075016,13.64,129.78
20240104080016,15.54,131.81
20240104081016,17.4,133.83
20240104082016,19.23,135.86
20240104083016,21.03,137.88
20240104084016,22.78,139.91
20240104085016,24.49,141.93
20240104090016,26.16,143.96
20240104091016,27.78,145.98
20240104092016,29.34,148.01
20240104093016,30.84,150.03
20240104094016,32.28,152.06
20240104095016,33.66,154.08
20240104100016,34.96,156.11
20240104101016,36.18,158.13
20240104102016,37.32,160.16
20240104103016,38.37,162.18
20240104104016,39.33,164.21
20240104105016,40.18,166.23
20240104110016,40.94,168.26
20240104111016,41.58,170.28
20240104112016,42.1,172.31
20240104113016,42.51,174.33
20240104114016,42.8,176.36
20240104115016,42.96,178.38
20240104120016,43.0,180.4
20240104121016,42.91,182.43
20240104122016,42.7,184.45
20240104123016,42.36,186.48
20240104124016,41.91,188.5
20240104125016,41.33,190.53
20240104130016,40.65,192.55
20240104131016,39.85,194.58
20240104132016,38.96,196.6
20240104133016,37.96,198.63
20240104134016,36.88,200.65
20240104135016,35.7,202.68
20240104140016,34.45,204.7
20240104141016,33.12,206.73
20240104142016,31.71,208.75
20240104143016,30.25,210.78
20240104144016,28.72,212.8
20240104145016,27.13,214.83
20240104150016,25.5,216.85
20240104151016,23.81,218.88
20240104152016,22.08,220.9
20240104153016,20.31,222.93
20240104154016,18.5,224.95
20240104155016,16.66,226.98
20240104160016,14.78,229.0
20240104161016,12.88,231.03
20240104162016,10.94,233.05
20240104163016,8.98,235.08
20240104164016,7.0,237.1
20240104165016,4.99,239.13
20240104170016,2.96,241.15
20240104171016,0.91,243.18
20240105064016,-0.53,115.61
20240105065016,1.53,117.63
20240105070016,3.57,119.65
20240105071016,5.59,121.67
20240105072016,7.59,123.69
20240105073016,9.57,125.72
20240105074016,11.52,127.74
20240105075016,13.45,129.76
20240105080016,15.35,131.78
20240105081016,17.22,133.8
20240105082016,19.05,135.82
20240105083016,20.85,137.85
20240105084016,22.61,139.87
20240105085016,24.32,141.89
20240105090016,25.99,143.91
20240105091016,27.62,145.93
20240105092016,29.18,147.95
20240105093016,30.69,149.98
20240105094016,32.14,152.0
20240105095016,33.52,154.02
20240105100016,34.83,156.04
20240105101016,36.06,158.06
20240105102016,37.21,160.09
20240105103016,38.27,162.11
20240105104016,39.24,164.13
20240105105016,40.1,166.15
20240105110016,40.87,168.17
20240105111016,41.52,170.19
20240105112016,42.06,172.22
20240105113016,42.48,174.24
20240105114016,42.77,176.26
20240105115016,42.95,178.28
20240105120016,43.0,180.3
20240105121016,42.92,182.33
20240105122016,42.72,184.35
20240105123016,42.4,186.37
20240105124016,41.96,188.39
20240105125016,41.4,190.41
20240105130016,40.72,192.43
20240105131016,39.94,194.46
20240105132016,39.05,196.48
20240105133016,38.07,198.5
20240105134016,36.99,200.52
20240105135016,35.82,202.54
20240105140016,34.58,204.56
20240105141016,33.25,206.59
20240105142016,31.86,208.61
20240105143016,30.4,210.63
20240105144016,28.87,212.65
20240105145016,27.3,214.67
20240105150016,25.66,216.7
20240105151016,23.98,218.72
20240105152016,22.26,220.74
20240105153016,20.49,222.76
20240105154016,18.69,224.78
20240105155016,16.85,226.8
20240105160016,14.97,228.83
20240105161016,13.07,230.85
20240105162016,11.14,232.87
20240105163016,9.18,234.89
20240105164016,7.19,236.91
20240105165016,5.19,238.93
20240105170016,3.16,240.96
20240105171016,1.12,242.98
20240105172016,-0.95,245.0
20240106064016,-0.53,114.41
20240106065016,1.53,116.46
20240106070016,3.57,118.52
20240106071016,5.59,120.57
20240106072016,7.59,122.62
20240106073016,9.57,124.67
20240106074016,11.52,126.73
20240106075016,13.45,128.78
20240106080016,15.35,130.83
20240106081016,17.22,132.89
20240106082016,19.05,134.94
20240106083016,20.85,136.99
20240106084016,22.61,139.05
20240106085016,24.32,141.1
20240106090016,25.99,143.15
20240106091016,27.62,145.2
20240106092016,29.18,147.26
20240106093016,30.69,149.31
20240106094016,32.14,151.36
20240106095016,33.52,153.42
20240106100016,34.83,155.47
20240106101016,36.06,157.52
20240106102016,37.21,159.57
20240106103016,38.27,161.63
20240106104016,39.24,163.68
20240106105016,40.1,165.73
20240106110016,40.87,167.79
20240106111016,41.52,169.84
20240106112016,42.06,171.89
20240106113016,42.48,173.94
20240106114016,42.77,176.0
20240106115016,42.95,178.05
20240106120016,43.0,180.1
20240106121016,42.92,182.16
20240106122016,42.72,184.21
20240106123016,42.4,186.26
20240106124016,41.96,188.31
20240106125016,41.4,190.37
20240106130016,40.72,192.42
20240106131016,39.94,194.47
20240106132016,39.05,196.53
20240106133016,38.07,198.58
20240106134016,36.99,200.63
20240106135016,35.82,202.68
20240106140016,34.58,204.74
20240106141016,33.25,206.79
20240106142016,31.86,208.84
20240106143016,30.4,210.9
20240106144016,28.87,212.95
20240106145016,27.3,215.0
20240106150016,25.66,217.05
20240106151016,23.98,219.11
20240106152016,22.26,221.16
20240106153016,20.49,223.21
20240106154016,18.69,225.27
20240106155016,16.85,227.32
20240106160016,14.97,229.37
20240106161016,13.07,231.42
20240106162016,11.14,233.48
20240106163016,9.18,235.53
20240106164016,7.19,237.58
20240106165016,5.19,239.64
20240106170016,3.16,241.69
20240106171016,1.12,243.74
20240106172016,-0.95,245.79
20240107064016,-0.09,114.41
20240107065016,1.98,116.46
20240107070016,4.04,118.52
20240107071016,6.08,120.57
20240107072016,8.09,122.62
20240107073016,10.09,124.67
20240107074016,12.06,126.73
20240107075016,14.01,128.78
20240107080016,15.92,130.83
20240107081016,17.81,132.89
20240107082016,19.66,134.94
20240107083016,21.48,136.99
20240107084016,23.26,139.05
20240107085016,25.0,141.1
20240107090016,26.69,143.15
20240107091016,28.33,145.2
20240107092016,29.92,147.26
20240107093016,31.46,149.31
20240107094016,32.93,151.36
20240107095016,34.33,153.42
20240107100016,35.66,155.47
20240107101016,36.92,157.52
20240107102016,38.09,159.57
20240107103016,39.17,161.63
20240107104016,40.15,163.68
20240107105016,41.04,165.73
20240107110016,41.82,167.79
20240107111016,42.48,169.84
20240107112016,43.03,171.89
20240107113016,43.46,173.94
20240107114016,43.77,176.0
20240107115016,43.95,178.05
20240107120016,44.0,180.1
20240107121016,43.92,182.16
20240107122016,43.72,184.21
20240107123016,43.39,186.26
20240107124016,42.93,188.31
20240107125016,42.36,190.37
20240107130016,41.67,192.42
20240107131016,40.87,194.47
20240107132016,39.96,196.53
20240107133016,38.96,198.58
20240107134016,37.86,200.63
20240107135016,36.67,202.68
20240107140016,35.4,204.74
20240107141016,34.06,206.79
20240107142016,32.64,208.84
20240107143016,31.16,210.9
20240107144016,29.61,212.95
20240107145016,28.01,215.0
20240107150016,26.36,217.05
20240107151016,24.65,219.11
20240107152016,22.91,221.16
20240107153016,21.12,223.21
20240107154016,19.3,225.27
20240107155016,17.43,227.32
20240107160016,15.54,229.37
20240107161016,13.62,231.42
20240107162016,11.67,233.48
20240107163016,9.69,235.53
20240107164016,7.69,237.58
20240107165016,5.67,239.64
20240107170016,3.63,241.69
20240107171016,1.57,243.74
20240107172016,-0.51,245.79
20240108064016,-0.3,114.41
20240108065016,1.77,116.46
20240108070016,3.83,118.51
20240108071016,5.87,120.56
20240108072016,7.89,122.61
20240108073016,9.89,124.66
20240108074016,11.86,126.71
20240108075016,13.81,128.76
20240108080016,15.73,130.81
20240108081016,17.62,132.86
20240108082016,19.48,134.91
20240108083016,21.3,136.96
20240108084016,23.08,139.01
20240108085016,24.83,141.06
20240108090016,26.52,143.11
20240108091016,28.17,145.16
20240108092016,29.77,147.2
20240108093016,31.31,149.25
20240108094016,32.78,151.3
20240108095016,34.19,153.35
20240108100016,35.53,155.4
20240108101016,36.8,157.45
20240108102016,37.97,159.5
20240108103016,39.06,161.55
20240108104016,40.06,163.6
20240108105016,40.95,165.65
20240108110016,41.74,167.7
20240108111016,42.42,169.75
20240108112016,42.98,171.8
20240108113016,43.43,173.85
20240108114016,43.74,175.9
20240108115016,43.94,177.95
20240108120016,44.0,180.0
20240108121016,43.94,182.05
20240108122016,43.74,184.1
20240108123016,43.43,186.15
20240108124016,42.98,188.2
20240108125016,42.42,190.25
20240108130016,41.74,192.3
20240108131016,40.95,194.35
20240108132016,40.06,196.4
20240108133016,39.06,198.45
20240108134016,37.97,200.5
20240108135016,36.8,202.55
20240108140016,35.53,204.6
20240108141016,34.19,206.65
20240108142016,32.78,208.7
20240108143016,31.31,210.75
20240108144016,29.77,212.8
20240108145016,28.17,214.84
20240108150016,26.52,216.89
20240108151016,24.83,218.94
20240108152016,23.08,220.99
20240108153016,21.3,223.04
20240108154016,19.48,225.09
20240108155016,17.62,227.14
20240108160016,15.73,229.19
20240108161016,13.81,231.24
20240108162016,11.86,233.29
20240108163016,9.89,235.34
20240108164016,7.89,237.39
20240108165016,5.87,239.44
20240108170016,3.83,241.49
20240108171016,1.77,243.54
20240108172016,-0.3,245.59
20240109064016,-0.3,114.41
20240109065016,1.77,116.46
20240109070016,3.83,118.5
20240109071016,5.87,120.55
20240109072016,7.89,122.6
20240109073016,9.89,124.64
20240109074016,11.86,126.69
20240109075016,13.81,128.73
20240109080016,15.73,130.78
20240109081016,17.62,132.83
20240109082016,19.48,134.87
20240109083016,21.3,136.92
20240109084016,23.08,138.97
20240109085016,24.83,141.01
20240109090016,26.52,143.06
20240109091016,28.17,145.11
20240109092016,29.77,147.15
20240109093016,31.31,149.2
20240109094016,32.78,151.25
20240109095016,34.19,153.29
20240109100016,35.53,155.34
20240109101016,36.8,157.39
20240109102016,37.97,159.43
20240109103016,39.06,161.48
20240109104016,40.06,163.53
20240109105016,40.95,165.57
20240109110016,41.74,167.62
20240109111016,42.42,169.67
20240109112016,42.98,171.71
20240109113016,43.43,173.76
20240109114016,43.74,175.8
20240109115016,43.94,177.85
20240109120016,44.0,179.9
20240109121016,43.94,181.94
20240109122016,43.74,183.99
20240109123016,43.43,186.04
20240109124016,42.98,188.08
20240109125016,42.42,190.13
20240109130016,41.74,192.18
20240109131016,40.95,194.22
20240109132016,40.06,196.27
20240109133016,39.06,198.32
20240109134016,37.97,200.36
20240109135016,36.8,202.41
20240109140016,35.53,204.46
20240109141016,34.19,206.5
20240109142016,32.78,208.55
20240109143016,31.31,210.6
20240109144016,29.77,212.64
20240109145016,28.17,214.69
20240109150016,26.52,216.73
20240109151016,24.83,218.78
20240109152016,23.08,220.83
20240109153016,21.3,222.87
20240109154016,19.48,224.92
20240109155016,17.62,226.97
20240109160016,15.73,229.01
20240109161016,13.81,231.06
20240109162016,11.86,233.11
20240109163016,9.89,235.15
20240109164016,7.89,237.2
20240109165016,5.87,239.25
20240109170016,3.83,241.29
20240109171016,1.77,243.34
20240109172016,-0.3,245.39
20240110064016,-0.51,114.41
20240110065016,1.57,116.46
20240110070016,3.63,118.5
20240110071016,5.67,120.55
20240110072016,7.69,122.6
20240110073016,9.69,124.64
20240110074016,11.67,126.69
20240110075016,13.62,128.73
20240110080016,15.54,130.78
20240110081016,17.43,132.83
20240110082016,19.3,134.87
20240110083016,21.12,136.92
20240110084016,22.91,138.97
20240110085016,24.65,141.01
20240110090016,26.36,143.06
20240110091016,28.01,145.11
20240110092016,29.61,147.15
20240110093016,31.16,149.2
20240110094016,32.64,151.25
20240110095016,34.06,153.29
20240110100016,35.4,155.34
20240110101016,36.67,157.39
20240110102016,37.86,159.43
20240110103016,38.96,161.48
20240110104016,39.96,163.53
20240110105016,40.87,165.57
20240110110016,41.67,167.62
20240110111016,42.36,169.67
20240110112016,42.93,171.71
20240110113016,43.39,173.76
20240110114016,43.72,175.8
20240110115016,43.92,177.85
20240110120016,44.0,179.9
20240110121016,43.95,181.94
20240110122016,43.77,183.99
20240110123016,43.46,186.04
20240110124016,43.03,188.08
20240110125016,42.48,190.13
20240110130016,41.82,192.18
20240110131016,41.04,194.22
20240110132016,40.15,196.27
20240110133016,39.17,198.32
20240110134016,38.09,200.36
20240110135016,36.92,202.41
20240110140016,35.66,204.46
20240110141016,34.33,206.5
20240110142016,32.93,208.55
20240110143016,31.46,210.6
20240110144016,29.92,212.64
20240110145016,28.33,214.69
20240110150016,26.69,216.73
20240110151016,25.0,218.78
20240110152016,23.26,220.83
20240110153016,21.48,222.87
20240110154016,19.66,224.92
20240110155016,17.81,226.97
20240110160016,15.92,229.01
20240110161016,14.01,231.06
20240110162016,12.06,233.11
20240110163016,10.09,235.15
20240110164016,8.09,237.2
20240110165016,6.08,239.25
20240110170016,4.04,241.29
20240110171016,1.98,243.34
20240110172016,-0.09,245.39
20240111064016,-0.51,114.41
20240111065016,1.57,116.45
20240111070016,3.63,118.5
20240111071016,5.67,120.54
20240111072016,7.69,122.58
20240111073016,9.69,124.63
20240111074016,11.67,126.67
20240111075016,13.62,128.71
20240111080016,15.54,130.76
20240111081016,17.43,132.8
20240111082016,19.3,134.84
20240111083016,21.12,136.89
20240111084016,22.91,138.93
20240111085016,24.65,140.97
20240111090016,26.36,143.02
20240111091016,28.01,145.06
20240111092016,29.61,147.1
20240111093016,31.16,149.15
20240111094016,32.64,151.19
20240111095016,34.06,153.23
20240111100016,35.4,155.28
20240111101016,36.67,157.32
20240111102016,37.86,159.36
20240111103016,38.96,161.41
20240111104016,39.96,163.45
20240111105016,40.87,165.49
20240111110016,41.67,167.54
20240111111016,42.36,169.58
20240111112016,42.93,171.62
20240111113016,43.39,173.67
20240111114016,43.72,175.71
20240111115016,43.92,177.75
20240111120016,44.0,179.8
20240111121016,43.95,181.84
20240111122016,43.77,183.88
20240111123016,43.46,185.93
20240111124016,43.03,187.97
20240111125016,42.48,190.01
20240111130016,41.82,192.06
20240111131016,41.04,194.1
20240111132016,40.15,196.14
20240111133016,39.17,198.19
20240111134016,38.09,200.23
20240111135016,36.92,202.27
20240111140016,35.66,204.32
20240111141016,34.33,206.36
20240111142016,32.93,208.4
20240111143016,31.46,210.45
20240111144016,29.92,212.49
20240111145016,28.33,214.53
20240111150016,26.69,216.58
20240111151016,25.0,218.62
20240111152016,23.26,220.66
20240111153016,21.48,222.71
20240111154016,19.66,224.75
20240111155016,17.81,226.79
20240111160016,15.92,228.84
20240111161016,14.01,230.88
20240111162016,12.06,232.92
20240111163016,10.09,234.97
20240111164016,8.09,237.01
20240111165016,6.08,239.05
20240111170016,4.04,241.1
20240111171016,1.98,243.14
20240111172016,-0.09,245.18
20240112064016,-0.72,114.41
20240112065016,1.36,116.47
20240112070016,3.42,118.52
20240112071016,5.47,120.58
20240112072016,7.49,122.63
20240112073016,9.49,124.69
20240112074016,11.47,126.74
20240112075016,13.43,128.8
20240112080016,15.35,130.86
20240112081016,17.25,132.91
20240112082016,19.11,134.97
20240112083016,20.94,137.02
20240112084016,22.73,139.08
20240112085016,24.48,141.13
20240112090016,26.19,143.19
20240112091016,27.85,145.25
20240112092016,29.45,147.3
20240112093016,31.0,149.36
20240112094016,32.49,151.41
20240112095016,33.92,153.47
20240112100016,35.27,155.52
20240112101016,36.55,157.58
20240112102016,37.74,159.64
20240112103016,38.85,161.69
20240112104016,39.87,163.75
20240112105016,40.78,165.8
20240112110016,41.59,167.86
20240112111016,42.3,169.91
20240112112016,42.88,171.97
20240112113016,43.35,174.02
20240112114016,43.69,176.08
20240112115016,43.91,178.14
20240112120016,44.0,180.19
20240112121016,43.96,182.25
20240112122016,43.79,184.3
20240112123016,43.5,186.36
20240112124016,43.08,188.41
20240112125016,42.54,190.47
20240112130016,41.89,192.53
20240112131016,41.12,194.58
20240112132016,40.25,196.64
20240112133016,39.27,198.69
20240112134016,38.2,200.75
20240112135016,37.04,202.8
20240112140016,35.79,204.86
20240112141016,34.47,206.91
20240112142016,33.07,208.97
20240112143016,31.61,211.03
20240112144016,30.08,213.08
20240112145016,28.5,215.14
20240112150016,26.86,217.19
20240112151016,25.17,219.25
20240112152016,23.44,221.3
20240112153016,21.66,223.36
20240112154016,19.85,225.42
20240112155016,18.0,227.47
20240112160016,16.11,229.53
20240112161016,14.2,231.58
20240112162016,12.26,233.64
20240112163016,10.29,235.69
20240112164016,8.3,237.75
20240112165016,6.28,239.81
20240112170016,4.24,241.86
20240112171016,2.19,243.92
20240112172016,0.11,245.97
20240113064016,-0.72,113.41
20240113065016,1.36,115.48
20240113070016,3.42,117.55
20240113071016,5.47,119.62
20240113072016,7.49,121.69
20240113073016,9.49,123.75
20240113074016,11.47,125.82
20240113075016,13.43,127.89
20240113080016,15.35,129.96
20240113081016,17.25,132.02
20240113082016,19.11,134.09
20240113083016,20.94,136.16
20240113084016,22.73,138.23
20240113085016,24.48,140.3
20240113090016,26.19,142.36
20240113091016,27.85,144.43
20240113092016,29.45,146.5
20240113093016,31.0,148.57
20240113094016,32.49,150.64
20240113095016,33.92,152.7
20240113100016,35.27,154.77
20240113101016,36.55,156.84
20240113102016,37.74,158.91
20240113103016,38.85,160.98
20240113104016,39.87,163.04
20240113105016,40.78,165.11
20240113110016,41.59,167.18
20240113111016,42.3,169.25
20240113112016,42.88,171.31
20240113113016,43.35,173.38
20240113114016,43.69,175.45
20240113115016,43.91,177.52
20240113120016,44.0,179.59
20240113121016,43.96,181.65
20240113122016,43.79,183.72
20240113123016,43.5,185.79
20240113124016,43.08,187.86
20240113125016,42.54,189.93
20240113130016,41.89,191.99
20240113131016,41.12,194.06
20240113132016,40.25,196.13
20240113133016,39.27,198.2
20240113134016,38.2,200.27
20240113135016,37.04,202.33
20240113140016,35.79,204.4
20240113141016,34.47,206.47
20240113142016,33.07,208.54
20240113143016,31.61,210.6
20240113144016,30.08,212.67
20240113145016,28.5,214.74
20240113150016,26.86,216.81
20240113151016,25.17,218.88
20240113152016,23.44,220.94
20240113153016,21.66,223.01
20240113154016,19.85,225.08
20240113155016,18.0,227.15
20240113160016,16.11,229.22
20240113161016,14.2,231.28
20240113162016,12.26,233.35
20240113163016,10.29,235.42
20240113164016,8.3,237.49
20240113165016,6.28,239.56
20240113170016,4.24,241.62
20240113171016,2.19,243.69
20240113172016,0.11,245.76
20240114064016,-0.72,113.41
20240114065016,1.36,115.48
20240114070016,3.42,117.55
20240114071016,5.47,119.62
20240114072016,7.49,121.69
20240114073016,9.49,123.75
20240114074016,11.47,125.82
20240114075016,13.43,127.89
20240114080016,15.35,129.96
20240114081016,17.25,132.02
20240114082016,19.11,134.09
20240114083016,20.94,136.16
20240114084016,22.73,138.23
20240114085016,24.48,140.3
20240114090016,26.19,142.36
20240114091016,27.85,144.43
20240114092016,29.45,146.5
20240114093016,31.0,148.57
20240114094016,32.49,150.64
20240114095016,33.92,152.7
20240114100016,35.27,154.77
20240114101016,36.55,156.84
20240114102016,37.74,158.91
20240114103016,38.85,160.98
20240114104016,39.87,163.04
20240114105016,40.78,165.11
20240114110016,41.59,167.18
20240114111016,42.3,169.25
20240114112016,42.88,171.31
20240114113016,43.35,173.38
20240114114016,43.69,175.45
20240114115016,43.91,177.52
20240114120016,44.0,179.59
20240114121016,43.96,181.65
20240114122016,43.79,183.72
20240114123016,43.5,185.79
20240114124016,43.08,187.86
20240114125016,42.54,189.93
20240114130016,41.89,191.99
20240114131016,41.12,194.06
20240114132016,40.25,196.13
20240114133016,39.27,198.2
20240114134016,38.2,200.27
20240114135016,37.04,202.33
20240114140016,35.79,204.4
20240114141016,34.47,206.47
20240114142016,33.07,208.54
20240114143016,31.61,210.6
20240114144016,30.08,212.67
20240114145016,28.5,214.74
20240114150016,26.86,216.81
20240114151016,25.17,218.88
20240114152016,23.44,220.94
20240114153016,21.66,223.01
20240114154016,19.85,225.08
20240114155016,18.0,227.15
20240114160016,16.11,229.22
20240114161016,14.2,231.28
20240114162016,12.26,233.35
20240114163016,10.29,235.42
20240114164016,8.3,237.49
20240114165016,6.28,239.56
20240114170016,4.24,241.62
20240114171016,2.19,243.69
20240114172016,0.11,245.76
20240115064016,-0.5,113.41
20240115065016,1.6,115.48
20240115070016,3.68,117.54
20240115071016,5.74,119.61
20240115072016,7.78,121.67
20240115073016,9.8,123.74
20240115074016,11.8,125.8
20240115075016,13.78,127.87
20240115080016,15.72,129.93
20240115081016,17.64,132.0
20240115082016,19.53,134.06
20240115083016,21.38,136.12
20240115084016,23.19,138.19
20240115085016,24.97,140.25
20240115090016,26.7,142.32
20240115091016,28.39,144.38
20240115092016,30.02,146.45
20240115093016,31.6,148.51
20240115094016,33.12,150.58
20240115095016,34.57,152.64
20240115100016,35.96,154.71
20240115101016,37.27,156.77
20240115102016,38.49,158.84
20240115103016,39.63,160.9
20240115104016,40.68,162.97
20240115105016,41.62,165.03
20240115110016,42.46,167.1
20240115111016,43.19,169.16
20240115112016,43.8,171.22
20240115113016,44.29,173.29
20240115114016,44.65,175.35
20240115115016,44.89,177.42
20240115120016,44.99,179.48
20240115121016,44.97,181.55
20240115122016,44.81,183.61
20240115123016,44.52,185.68
20240115124016,44.11,187.74
20240115125016,43.57,189.81
20240115130016,42.91,191.87
20240115131016,42.14,193.94
20240115132016,41.26,196.0
20240115133016,40.27,198.07
20240115134016,39.19,200.13
20240115135016,38.01,202.2
20240115140016,36.75,204.26
20240115141016,35.41,206.33
20240115142016,34.0,208.39
20240115143016,32.52,210.45
20240115144016,30.98,212.52
20240115145016,29.38,214.58
20240115150016,27.72,216.65
20240115151016,26.02,218.71
20240115152016,24.27,220.78
20240115153016,22.47,222.84
20240115154016,20.64,224.91
20240115155016,18.78,226.97
20240115160016,16.88,229.04
20240115161016,14.95,231.1
20240115162016,12.99,233.17
20240115163016,11.01,235.23
20240115164016,9.0,237.3
20240115165016,6.97,239.36
20240115170016,4.92,241.43
20240115171016,2.85,243.49
20240115172016,0.76,245.55
20240116064016,-0.5,113.41
20240116065016,1.6,115.47
20240116070016,3.68,117.54
20240116071016,5.74,119.6
20240116072016,7.78,121.66
20240116073016,9.8,123.72
20240116074016,11.8,125.78
20240116075016,13.78,127.84
20240116080016,15.72,129.9
20240116081016,17.64,131.97
20240116082016,19.53,134.03
20240116083016,21.38,136.09
20240116084016,23.19,138.15
20240116085016,24.97,140.21
20240116090016,26.7,142.27
20240116091016,28.39,144.34
20240116092016,30.02,146.4
20240116093016,31.6,148.46
20240116094016,33.12,150.52
20240116095016,34.57,152.58
20240116100016,35.96,154.64
20240116101016,37.27,156.7
20240116102016,38.49,158.77
