序號,答案
20240319122002,116.91
20240319123002,91.68
20240319124002,53.47
20240319125002,73.2
20240319130002,106.96
20240319131002,0.0
20240319132002,69.02
20240319133002,0.0
20240319134002,33.62
20240319135002,28.55
20240319140002,6.0
20240319141002,11.97
20240319142002,38.84
20240319143002,38.35
20240319144002,18.44
20240319145002,30.14
20240319150002,46.57
20240319151002,0.0
20240319152002,23.63
20240319153002,6.6
20240319154002,18.15
20240319155002,19.78
20240319160002,10.01
20240319161002,12.31
20240319162002,37.4
20240319163002,33.9
20240319164002,27.15
20240319165002,27.06
20240427090002,312.54
20240427091002,35.74
20240427092002,8.37
20240427093002,62.58
20240427094002,62.76
20240427095002,114.76
20240427100002,89.19
20240427101002,188.25
20240427102002,220.33
20240427103002,234.62
20240427104002,282.96
20240427105002,279.61
20240427110002,314.14
20240427111002,27.69
20240427112002,6.51
20240427113002,65.93
20240427114002,73.66
20240427115002,114.63
20240427120002,87.41
20240427121002,195.35
20240427122002,223.21
20240427123002,242.24
20240427124002,279.55
20240427125002,280.13
20240427130002,333.68
20240427131002,23.74
20240427132002,16.1
20240427133002,88.86
20240427134002,82.26
20240427135002,141.91
20240427140002,115.4
20240427141002,235.13
20240427142002,275.85
20240427143002,297.63
20240427144002,346.95
20240427145002,337.06
20240427150002,396.95
20240427151002,0.0
20240427152002,8.51
20240427153002,95.32
20240427154002,76.81
20240427155002,173.97
20240427160002,144.46
20240427161002,263.77
20240427162002,298.21
20240427163002,345.53
20240427164002,361.49
20240427165002,365.84
20240508090002,387.48
20240508091002,44.04
20240508092002,179.56
20240508093002,277.18
20240508094002,141.15
20240508095002,245.43
20240508100002,422.51
20240508101002,413.53
20240508102002,377.87
20240508103002,381.43
20240508104002,475.22
20240508105002,414.04
20240508110002,392.58
20240508111002,48.63
20240508112002,229.84
20240508113002,296.24
20240508114002,136.5
20240508115002,277.23
20240508120002,488.81
20240508121002,427.02
20240508122002,418.33
20240508123002,406.41
20240508124002,462.9
20240508125002,425.71
20240508130002,394.11
20240508131002,60.38
20240508132002,302.61
20240508133002,367.48
20240508134002,137.62
20240508135002,342.22
20240508140002,626.47
20240508141002,501.57
20240508142002,466.39
20240508143002,498.36
20240508144002,550.01
20240508145002,500.26
20240508150002,479.75
20240508151002,69.08
20240508152002,261.05
20240508153002,394.32
20240508154002,175.45
20240508155002,312.27
20240508160002,493.47
20240508161002,459.74
20240508162002,420.32
20240508163002,475.76
20240508164002,609.39
20240508165002,559.17
20240705090002,755.61
20240705091002,379.95
20240705092002,290.0
20240705093002,306.72
20240705094002,324.3
20240705095002,357.04
20240705100002,427.03
20240705101002,488.91
20240705102002,487.45
20240705103002,542.75
20240705104002,557.0
20240705105002,590.26
20240705110002,577.51
20240705111002,458.73
20240705112002,584.32
20240705113002,578.42
20240705114002,593.77
20240705115002,678.21
20240705120002,767.66
20240705121002,788.35
20240705122002,808.17
20240705123002,895.83
20240705124002,971.11
20240705125002,1031.13
20240705130002,1064.9
20240705131002,357.37
20240705132002,187.63
20240705133002,190.11
20240705134002,177.44
20240705135002,132.88
20240705140002,147.22
20240705141002,209.88
20240705142002,231.39
20240705143002,228.98
20240705144002,234.56
20240705145002,256.16
20240705150002,393.08
20240705151002,212.24
20240705152002,149.76
20240705153002,235.41
20240705154002,401.75
20240705155002,403.64
20240705160002,463.58
20240705161002,520.71
20240705162002,583.21
20240705163002,673.31
20240705164002,734.4
20240705165002,793.87
20240707090002,746.6
20240707091002,376.43
20240707092002,283.94
20240707093002,310.65
20240707094002,326.45
20240707095002,366.85
20240707100002,432.26
20240707101002,485.44
20240707102002,487.02
20240707103002,540.47
20240707104002,546.36
20240707105002,593.17
20240707110002,562.56
20240707111002,454.88
20240707112002,583.61
20240707113002,581.44
20240707114002,595.03
20240707115002,669.04
20240707120002,759.24
20240707121002,799.03
20240707122002,827.8
20240707123002,892.81
20240707124002,958.75
20240707125002,1033.71
20240707130002,1048.26
20240707131002,347.76
20240707132002,177.47
20240707133002,191.4
20240707134002,172.09
20240707135002,131.35
20240707140002,152.64
20240707141002,208.76
20240707142002,241.33
20240707143002,210.77
20240707144002,236.88
20240707145002,259.86
20240707150002,404.07
20240707151002,214.74
20240707152002,154.22
20240707153002,240.77
20240707154002,403.91
20240707155002,405.52
20240707160002,465.63
20240707161002,529.49
20240707162002,595.71
20240707163002,666.0
20240707164002,732.52
20240707165002,799.77
20240317090003,835.39
20240317091003,210.62
20240317092003,162.86
20240317093003,314.12
20240317094003,472.39
20240317095003,533.35
20240317100003,440.48
20240317101003,363.86
20240317102003,346.63
20240317103003,675.82
20240317104003,750.27
20240317105003,839.61
20240317110003,832.38
20240317111003,247.87
20240317112003,228.34
20240317113003,432.52
20240317114003,604.77
20240317115003,676.05
20240317120003,550.84
20240317121003,426.98
20240317122003,413.13
20240317123003,873.64
20240317124003,1033.29
20240317125003,1107.75
20240317130003,1036.56
20240317131003,103.78
20240317132003,61.74
20240317133003,28.49
20240317134003,25.17
20240317135003,124.71
20240317140003,59.26
20240317141003,71.04
20240317142003,42.17
20240317143003,81.21
20240317144003,82.37
20240317145003,103.85
20240317150003,122.26
20240317151003,90.27
20240317152003,117.9
20240317153003,143.69
20240317154003,199.38
20240317155003,246.34
20240317160003,203.02
20240317161003,192.35
20240317162003,226.2
20240317163003,611.01
20240317164003,845.69
20240317165003,913.61
20240414090003,875.94
20240414091003,35.12
20240414092003,208.35
20240414093003,145.16
20240414094003,180.05
20240414095003,213.41
20240414100003,234.83
20240414101003,256.57
20240414102003,239.24
20240414103003,289.67
20240414104003,306.23
20240414105003,319.77
20240414110003,297.87
20240414111003,24.57
20240414112003,96.74
20240414113003,125.24
20240414114003,129.23
20240414115003,137.81
20240414120003,173.24
20240414121003,191.07
20240414122003,193.46
20240414123003,224.16
20240414124003,282.27
20240414125003,274.58
20240414130003,266.54
20240414131003,62.05
20240414132003,45.53
20240414133003,63.42
20240414134003,107.48
20240414135003,104.81
20240414140003,227.75
20240414141003,408.42
20240414142003,409.41
20240414143003,363.65
20240414144003,314.75
20240414145003,293.66
20240414150003,200.27
20240414151003,11.64
20240414152003,2.62
20240414153003,32.36
20240414154003,47.54
20240414155003,43.11
20240414160003,50.16
20240414161003,62.62
20240414162003,58.35
20240414163003,70.98
20240414164003,73.62
20240414165003,81.2
20240524090003,228.0
20240524091003,110.7
20240524092003,124.91
20240524093003,166.59
20240524094003,250.31
20240524095003,313.53
20240524100003,264.98
20240524101003,260.41
20240524102003,321.85
20240524103003,340.61
20240524104003,289.91
20240524105003,282.48
20240524110003,248.3
20240524111003,125.06
20240524112003,130.6
20240524113003,215.1
20240524114003,311.11
20240524115003,355.15
20240524120003,285.5
20240524121003,302.84
20240524122003,375.44
20240524123003,391.34
20240524124003,336.1
20240524125003,332.63
20240524130003,292.96
20240524131003,149.14
20240524132003,148.16
20240524133003,241.7
20240524134003,297.3
20240524135003,357.15
20240524140003,300.93
20240524141003,342.25
20240524142003,420.15
20240524143003,416.25
20240524144003,357.03
20240524145003,324.25
20240524150003,299.6
20240524151003,105.48
20240524152003,111.46
20240524153003,212.61
20240524154003,266.69
20240524155003,366.28
20240524160003,298.42
20240524161003,307.68
20240524162003,367.48
20240524163003,394.5
20240524164003,335.12
20240524165003,320.31
20240526090003,222.69
20240526091003,270.54
20240526092003,251.2
20240526093003,196.17
20240526094003,150.35
20240526095003,132.0
20240526100003,219.27
20240526101003,277.96
20240526102003,252.6
20240526103003,313.36
20240526104003,398.56
20240526105003,358.68
20240526110003,245.14
20240526111003,252.63
20240526112003,312.57
20240526113003,205.65
20240526114003,153.0
20240526115003,159.58
20240526120003,277.71
20240526121003,302.82
20240526122003,292.28
20240526123003,397.66
20240526124003,462.92
20240526125003,381.84
20240526130003,299.66
20240526131003,441.3
20240526132003,373.75
20240526133003,290.23
20240526134003,183.83
20240526135003,219.0
20240526140003,356.98
20240526141003,395.96
20240526142003,358.72
20240526143003,472.72
20240526144003,541.55
20240526145003,446.32
20240526150003,343.78
20240526151003,33.39
20240526152003,84.14
20240526153003,72.68
20240526154003,35.85
20240526155003,65.07
20240526160003,103.01
20240526161003,108.19
20240526162003,99.98
20240526163003,144.76
20240526164003,167.67
20240526165003,127.0
20240603090003,196.92
20240603091003,50.81
20240603092003,77.73
20240603093003,80.95
20240603094003,102.95
20240603095003,126.99
20240603100003,236.94
20240603101003,214.41
20240603102003,205.54
20240603103003,231.47
20240603104003,212.52
20240603105003,234.21
20240603110003,222.06
20240603111003,65.53
20240603112003,81.62
20240603113003,92.71
20240603114003,111.73
20240603115003,131.62
20240603120003,243.14
20240603121003,252.1
20240603122003,244.93
20240603123003,255.52
20240603124003,234.99
20240603125003,267.27
20240603130003,245.1
20240603131003,38.36
20240603132003,86.38
20240603133003,80.8
20240603134003,98.14
20240603135003,139.92
20240603140003,198.07
20240603141003,214.57
20240603142003,209.77
20240603143003,231.12
20240603144003,217.22
20240603145003,239.21
20240603150003,218.09
20240603151003,20.07
20240603152003,69.62
20240603153003,74.19
20240603154003,88.94
20240603155003,142.92
20240603160003,205.69
20240603161003,187.43
20240603162003,191.54
20240603163003,219.05
20240603164003,201.35
20240603165003,217.15
20240620090003,750.91
20240620091003,538.79
20240620092003,557.7
20240620093003,599.82
20240620094003,615.11
20240620095003,744.98
20240620100003,760.49
20240620101003,829.83
20240620102003,694.06
20240620103003,685.59
20240620104003,776.42
20240620105003,975.85
20240620110003,934.12
20240620111003,780.75
20240620112003,638.99
20240620113003,712.47
20240620114003,693.54
20240620115003,871.54
20240620120003,845.35
20240620121003,875.97
20240620122003,723.58
20240620123003,780.7
20240620124003,859.78
20240620125003,1069.92
20240620130003,1062.49
20240620131003,411.06
20240620132003,246.42
20240620133003,327.82
20240620134003,241.21
20240620135003,237.05
20240620140003,220.83
20240620141003,274.5
20240620142003,335.4
20240620143003,412.79
20240620144003,373.75
20240620145003,360.56
20240620150003,444.4
20240620151003,305.55
20240620152003,232.69
20240620153003,381.88
20240620154003,501.18
20240620155003,554.47
20240620160003,579.7
20240620161003,603.9
20240620162003,522.11
20240620163003,599.09
20240620164003,676.87
20240620165003,820.76
20240420090004,911.0
20240420091004,348.0
20240420092004,419.26
20240420093004,432.24
